FECHA,Cluster,Total_Ingresos_Respiratorios_COVID,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio
2009-01-01,4,1,13.65075,49.91833,32.99947,63.47544,24.50079,6.99377,1.2996,40.3011,81.73238,41.62631
2009-03-01,4,1,16.8637,38.19778,26.55454,59.93011,32.3323,5.05623,0.91713,32.73693,58.35629,25.88023
2009-12-01,4,1,15.18655,53.11984,25.1512,48.66914,22.09239,4.25817,1.24017,34.58717,68.81883,34.3804
2010-01-01,4,1,13.55177,58.20021,22.68668,38.64453,21.45288,4.87538,1.22177,33.47468,69.35707,36.01245
2010-03-01,4,1,17.67861,33.82758,19.94361,48.1031,30.3154,5.69071,1.04128,32.01296,55.67734,23.82024
2010-11-01,4,1,14.34548,46.23931,32.44373,63.76018,30.79145,6.48787,1.2251,37.49437,66.127,28.74514
2011-03-01,4,1,17.15493,30.78013,32.70858,70.2675,37.93054,4.24322,0.97444,30.81635,51.55096,20.94134
2011-11-01,4,1,14.06882,57.70901,27.1372,46.25323,27.02856,5.51423,0.87959,28.21789,47.6701,19.47101
2011-12-01,4,1,13.33264,48.54658,36.6143,65.72106,28.75246,6.49773,1.16254,35.08552,65.31391,30.25067
2012-01-01,4,1,12.71966,50.39722,29.73724,54.70831,24.57845,5.03053,0.9419,28.41522,54.37098,25.98185
2012-03-01,4,1,16.35112,41.4537,24.63163,53.19643,34.8916,4.18534,0.80278,28.21582,45.13247,16.95837
2012-11-01,4,1,13.57467,53.59665,23.54428,48.63188,21.18466,5.38781,0.7786,29.08994,48.04628,18.97727
2012-12-01,4,3,14.117646666666667,45.420896666666664,31.581016666666667,66.18053333333333,26.989819999999998,5.511113333333333,0.9994466666666667,33.57827,59.26074,25.705470000000002
2013-02-01,4,2,16.705795000000002,33.649565,24.50654,60.709015,30.530105,5.19936,0.87776,26.841075,50.215540000000004,23.38257
2013-03-01,4,1,15.99513,35.42739,25.8266,59.72095,32.27554,5.5154,0.75585,24.62367,40.48724,15.87795
2013-05-01,4,1,19.00769,45.27288,37.57555,61.44329,48.79298,3.77615,0.68132,23.73923,33.00186,9.34703
2013-09-01,4,1,16.44284,74.11207,15.89551,24.81959,18.79431,2.19102,0.71858,21.07785,38.65938,17.58249
2013-10-01,4,1,16.79064,71.49525,20.60527,36.65929,24.64051,3.85093,0.679,23.33579,40.22694,16.90068
2013-11-01,4,2,14.883585,69.08236500000001,23.31448,38.5193,21.706405,4.6904900000000005,0.784675,26.01892,45.734355,19.7201
2014-03-01,4,1,18.24686,45.03271,20.23598,50.11962,30.34039,2.72888,0.66973,20.86298,35.25667,14.42953
2014-05-01,4,1,18.02135,57.71019,23.39303,40.2283,35.39258,4.05911,0.69838,25.75966,39.55125,13.78689
2014-07-01,4,1,17.15594,69.57986,18.13972,28.83079,27.01341,2.4686,0.68951,21.24733,35.07127,13.80521
2015-01-01,4,1,13.8855,56.13329,26.0693,50.65644,26.95686,3.8745,0.73175,26.66377,44.8114,18.16362
2015-03-01,4,2,16.062435,57.069244999999995,18.50126,35.93647,28.55171,2.62914,0.60085,21.358455,34.222115,12.86313
2015-04-01,4,2,18.60198,53.500595000000004,26.701105,46.718599999999995,39.89448,3.084185,0.58952,22.109875,33.580185,11.465675000000001
2015-05-01,4,1,17.23243,67.0083,23.13195,32.51108,36.9582,2.07688,0.59528,22.23913,33.3622,11.12296
2015-06-01,4,1,16.63324,71.332,23.20475,35.6223,30.85372,3.70005,0.59805,22.59899,33.28648,10.68164
2015-08-01,4,1,17.49707,67.02682,17.16713,30.10779,33.93432,2.59651,0.51124,19.96034,28.72438,8.77203
2015-11-01,4,1,15.25958,68.81008,22.75398,43.80582,23.62438,7.48722,0.7543,27.61566,48.40394,20.77719
2016-05-01,4,1,18.99705,54.72777,27.99268,46.44641,50.31686,2.52539,0.60434,24.26276,33.54177,9.29124
2016-06-01,4,1,16.08531,70.11432,17.32878,27.64738,38.60869,2.49398,0.50854,22.13429,31.00839,8.89056
2016-07-01,4,1,16.09261,69.9456,15.10499,26.32358,33.76491,2.37748,0.46926,20.71723,30.11336,9.39261
2016-09-01,4,2,16.22016,71.4805,15.296775,26.908524999999997,28.36878,2.1713,0.44508499999999995,19.592005,29.19689,9.62887
2016-12-01,4,1,13.96914,59.80307,19.04971,40.18386,26.3596,3.99085,0.62385,25.50437,43.54623,18.04758
2017-01-01,4,4,13.612169999999999,47.8776,25.052965,54.639345,34.10752,6.186195,0.69913,31.052805,50.31056,19.2578
2017-02-01,4,1,15.55837,40.89651,22.9447,52.61196,39.43853,3.4193,0.5172,24.3676,37.84422,13.51219
2017-10-01,4,2,15.41288,66.26455,14.48545,31.39764,29.78117,1.93874,0.42667,20.14433,30.08841,9.94514
2018-03-01,4,3,16.98003,45.60667,26.63811,60.92347,36.738485,3.29516,0.44010499999999997,23.145825,34.46862,11.32091
2018-04-01,4,2,16.806595,52.754909999999995,24.87894,47.035695000000004,45.655625,2.60467,0.350105,24.09973,35.74668,11.647794999999999
2018-05-01,4,1,18.24084,48.11726,20.48702,38.78674,41.68914,3.90981,0.31763,22.60778,32.89382,10.2971
2018-07-01,4,2,16.99043,59.98378,18.74599,38.99253,34.35322,2.14814,0.25708,20.25274,30.6253,10.44919
2018-10-01,4,2,15.788065,66.60236,15.750810000000001,28.38215,24.403035,1.2453400000000001,0.342665,20.64859,33.385485,12.743425
2018-11-01,4,4,14.709186666666668,63.42647333333333,23.212303333333335,42.48618,27.138683333333333,2.0351500000000002,0.46351000000000003,25.54128,44.56913666666667,19.04722
2018-12-01,4,3,12.57721,55.73334666666667,30.87627,55.896899999999995,28.840446666666665,6.179293333333334,0.57918,28.378966666666667,46.087156666666665,17.71737333333333
2019-01-01,4,2,14.12143,46.92161,22.78946,51.04184,31.65251,4.01732,0.44889,22.88707,40.1961,15.02296
2019-02-01,4,4,16.65359,43.04428,20.51659,48.30792,31.80115,2.70583,0.37077,18.51841,35.36284,14.16011
2019-03-01,4,4,17.979464999999998,39.035714999999996,23.011045,51.327645000000004,38.49101,3.90532,0.33677,18.028855,30.526365,10.172789999999999
2019-04-01,4,3,18.77039,36.40447,31.04714,61.70612,48.90698,2.12175,0.30595,16.73354,26.37939,7.24075
2019-06-01,4,1,17.53102,59.78194,15.52747,29.64062,35.94613,1.76743,0.2701,14.98025,22.20209,5.77349
2019-07-01,4,1,15.92778,65.8203,16.24265,28.78577,33.04075,1.55483,0.28534,16.63351,25.92529,7.09124
2019-11-01,4,2,15.568145000000001,59.00881,20.824795,41.232485,27.16881,3.7437050000000003,0.49471,19.90975,38.997625,14.693195
2019-12-01,4,2,13.21426,50.53014,24.56154,55.69443,29.15934,3.51702,0.46364,23.91104,43.96331,16.71851
2020-01-01,4,2,12.14313,49.00739,17.39082,45.772735,26.66021,3.95084,0.37309000000000003,20.98041,36.73471,13.977845
2020-02-01,4,3,14.847985,43.709289999999996,17.29823,45.695725,31.545429999999996,3.726565,0.356765,19.439175,34.71834,12.869869999999999
2020-03-01,4,34,18.23902777777778,38.974198333333334,23.185378888888888,54.36617833333334,40.498963333333336,3.4646805555555553,0.29705,18.06273388888889,27.579468333333335,7.84299
