clave_res,mes_año,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Sobreviven,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Hombre_ingreso_PrimeraVez,Mujer_ingreso_PrimeraVez,Hombre_ingreso_subsecuente,Mujer_ingreso_subsecuente,Hombre_Infeccion_hosp,Mujer_Infeccion_hosp,Hombre_sala_recuperacion,Mujer_sala_recuperacion,Hombre_Terapia_intensiva,Mujer_Terapia_intensiva,Hombre_Terapia_intermedia,Mujer_Terapia_intermedia,MAPA,Fecha,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090120001,01/04/2011,22,16,38,21,16,37,1,0,1,7,3,10,15,13,28,21,16,1,0,0,1,22,16,22,16,22,16,090120001,01/04/2011,19.3325,36.0228,32.96213,60.32081,47.60933,3.256,0.76445,26.83976,37.6351,11.0287,30.36916,90.57696,98.92927,506.72592,149.7097,209.87514,258.95191,258.95191,4.67942,39.76551,9.47219,6.24103,19.288275,-99.167125,2280
090150001,01/04/2011,15,18,33,15,16,31,0,2,2,2,2,4,13,16,29,15,18,0,0,0,0,15,18,15,18,15,18,090150001,01/04/2011,20.52488,35.40995,32.24871,68.62883,40.88411,3.80631,0.818,32.86117,55.22019,22.44197,31.05457,90.25661,84.87836,473.09474,144.74049,252.52765,304.28025,304.28025,4.60779,58.11568,10.99314,6.6612,19.441646,-99.151884,2230
090110001,01/04/2011,15,8,23,14,8,22,1,0,1,3,1,4,12,7,19,15,8,0,0,0,0,15,8,15,8,15,8,090110001,01/04/2011,19.45113,39.16463,33.87947,66.79021,50.021,2.83473,0.74749,28.41728,44.20335,15.98484,32.03799,91.8963,113.58235,337.51833,144.45935,235.345,288.08285,288.08285,4.22009,30.36438,9.14379,6.95718,19.270566,-99.004846,2249
090140001,01/04/2011,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0,2,090140001,01/04/2011,19.87959,35.77765,33.24764,63.63309,44.46208,4.0635,0.83842,30.19272,46.73089,16.6835,30.72235,90.52827,100.81338,402.50542,149.56825,215.2748,271.79286,271.79286,4.3845,51.07569,10.14416,6.45721,19.371992,-99.157853,2238
090130001,01/04/2011,13,8,21,12,8,20,1,0,1,5,1,6,8,7,15,13,8,0,0,0,0,13,8,13,8,13,8,090130001,01/04/2011,19.61428,37.03452,32.7273,63.72263,46.4979,3.3783,0.78333,27.86457,41.36633,13.71892,31.27035,91.10339,98.13912,462.36937,146.45539,222.76061,274.23636,274.23636,4.56561,45.95467,9.51236,6.56685,19.263462,-99.104913,2237
090040001,01/04/2011,3,2,5,2,2,4,1,0,1,1,1,2,2,1,3,2,2,1,0,0,0,3,2,3,2,3,2,090040001,01/04/2011,17.92464,38.38478,32.75409,65.27205,48.9865,4.01381,0.71745,28.05081,43.76388,15.8663,29.45303,94.86151,95.46935,419.15764,130.80131,227.13411,278.45444,278.45444,4.01442,54.91051,9.01346,6.9766,19.35735,-99.299792,2780
090160001,01/04/2011,7,3,10,7,3,10,0,0,0,3,0,3,4,3,7,7,3,0,0,0,0,7,3,7,3,7,3,090160001,01/04/2011,19.86169,35.85469,32.59331,66.1961,43.44169,4.00087,0.79123,30.11612,48.41317,18.47231,30.99544,90.86251,91.39788,425.50609,144.70268,237.10659,290.20047,290.20047,4.3377,55.77666,9.88834,6.45282,19.407269,-99.190754,2264
090090001,01/04/2011,3,1,4,3,1,4,0,0,0,1,0,1,2,1,3,3,1,0,0,0,0,3,1,3,1,3,1,090090001,01/04/2011,19.51051,38.63828,33.35373,66.7944,48.43751,3.13354,0.7422,28.39335,44.07984,15.89034,31.89031,91.7176,106.30903,370.69261,143.07764,233.09418,285.12447,285.12447,4.20492,36.85305,9.22048,6.8649,19.191249,-99.023371,2429
090020001,01/05/2011,23,16,39,23,15,38,0,1,1,3,2,5,20,14,34,23,16,0,0,0,0,23,16,23,16,23,16,090020001,01/05/2011,21.25455,38.38726,33.63547,70.19957,42.94285,6.98523,0.85362,31.03682,48.89934,17.92955,32.26946,82.82287,80.04431,260.69353,151.05466,203.90438,250.6967,250.6967,3.76817,143.67005,8.8849,6.0692,19.484102,-99.18436,2244
090140001,01/05/2011,5,6,11,4,5,9,1,1,2,1,3,4,4,3,7,5,6,0,0,0,0,5,6,5,6,5,6,090140001,01/05/2011,20.99862,39.16846,33.13351,63.97693,47.06387,5.96947,0.83865,29.80838,41.98237,12.25477,31.74696,82.83486,92.37514,227.55307,174.33701,143.97216,198.84782,198.84782,3.22799,86.26878,8.99828,5.86303,19.371992,-99.157853,2238
090100001,01/05/2011,24,11,35,22,9,31,2,2,4,6,3,9,18,8,26,24,11,0,0,1,0,24,11,24,11,24,11,090100001,01/05/2011,20.72436,39.50704,33.32816,65.4994,47.16098,6.03244,0.77474,29.33322,41.69646,12.4299,31.69689,84.25331,89.0717,241.14519,167.08368,151.24335,202.47733,202.47733,3.18294,97.7498,8.68216,5.90514,19.390806,-99.195413,2308
090030001,01/05/2011,14,10,24,13,10,23,1,0,1,7,2,9,7,8,15,14,9,0,1,0,0,14,10,14,10,14,10,090030001,01/05/2011,20.66099,39.43363,33.06885,61.65179,47.94873,5.39703,0.78135,28.17511,38.11921,10.03113,31.68158,84.6699,93.91178,245.98539,183.08108,138.18793,191.36058,191.36058,3.11124,78.88496,8.7509,5.63172,19.350214,-99.162146,2247
090060001,01/05/2011,9,7,16,9,5,14,0,2,2,0,1,1,9,6,15,8,6,1,1,0,0,9,7,9,7,9,7,090060001,01/05/2011,21.69125,38.43442,33.10187,65.80333,44.19749,6.27156,0.91582,31.23526,44.97513,13.81624,31.78283,78.90498,87.83319,205.82171,161.52154,146.77465,205.24319,205.24319,3.40847,86.3283,9.66062,6.08505,19.395901,-99.097612,2233
090050001,01/05/2011,36,27,63,34,25,59,2,2,4,5,7,12,31,20,51,34,25,2,2,0,0,36,27,36,27,36,27,090050001,01/05/2011,21.95289,37.9969,32.65535,77.31609,43.40752,6.55515,0.86391,31.45626,48.19611,16.81126,32.41528,77.95544,85.07444,279.24567,150.4521,193.02194,244.54748,244.54748,3.52997,131.11733,9.44674,6.20323,19.482945,-99.113471,2229
090170001,01/05/2011,9,10,19,9,9,18,0,1,1,2,2,4,7,8,15,9,10,0,0,0,0,9,10,9,10,9,10,090170001,01/05/2011,21.8913,37.91298,34.16786,80.46576,41.2064,5.36963,0.98935,35.94122,53.09331,17.2289,31.52202,77.137,93.21047,256.18542,153.04026,161.10578,219.85713,219.85713,3.31045,112.7563,10.0681,6.00638,19.419261,-99.113701,2229
090150001,01/05/2011,22,12,34,20,12,32,2,0,2,1,2,3,21,10,31,22,11,0,1,0,0,22,12,22,12,22,12,090150001,01/05/2011,21.6505,38.33999,33.47818,74.22186,43.50462,6.03597,0.90906,32.70277,48.58176,15.92071,31.80661,79.37863,85.12998,254.72709,156.24226,169.43867,224.35007,224.35007,3.42363,115.72704,9.59252,6.06332,19.441646,-99.151884,2230
090160001,01/05/2011,9,2,11,8,1,9,1,1,2,2,1,3,7,1,8,8,2,1,0,0,0,9,2,9,2,9,2,090160001,01/05/2011,20.94292,39.25647,33.40381,67.26162,46.26683,6.17311,0.82038,30.11946,43.84359,13.82916,31.801,83.34733,87.49289,248.80955,163.74211,163.26025,215.01826,215.01826,3.36101,105.73476,8.83312,6.00302,19.407269,-99.190754,2264
090080001,01/05/2011,4,7,11,4,6,10,0,1,1,2,2,4,2,5,7,4,7,0,0,0,0,4,7,4,7,4,7,090080001,01/05/2011,20.16666,40.06035,33.29281,61.10609,50.47014,5.68846,0.56712,26.7686,34.61696,7.96843,31.41689,86.76669,90.05036,213.47135,171.63466,108.15174,154.7314,154.7314,2.4228,75.22481,8.32274,5.58495,19.304898,-99.241515,2520
090130001,01/05/2011,10,21,31,10,21,31,0,0,0,2,6,8,8,15,23,10,21,0,0,0,0,10,21,10,21,10,21,090130001,01/05/2011,20.78917,40.64425,33.15886,62.46688,49.7111,4.76852,0.80392,27.82607,37.95992,10.23846,32.32547,84.92142,89.72934,261.63257,164.95629,151.64597,206.30909,206.30909,3.37621,78.53212,8.89519,6.28291,19.263462,-99.104913,2237
090110001,01/05/2011,11,6,17,11,6,17,0,0,0,3,2,5,8,4,12,11,6,0,0,0,0,11,6,11,6,11,6,090110001,01/05/2011,20.72355,42.49209,33.64951,61.26275,54.05647,2.63062,0.76297,28.1167,39.44432,11.4512,33.12815,86.68893,93.13882,250.71405,160.74642,162.65121,217.97617,217.97617,3.43437,41.20718,9.41498,6.94084,19.270566,-99.004846,2249
090090001,01/05/2011,4,4,8,4,4,8,0,0,0,1,1,2,3,3,6,4,4,0,0,0,0,4,4,4,4,4,4,090090001,01/05/2011,20.75736,42.06128,33.46157,62.38428,52.23674,3.45935,0.75419,28.23626,39.70554,11.58346,32.96011,86.1853,91.76937,253.88726,160.02551,161.16461,215.06143,215.06143,3.34383,57.4306,9.24759,6.80627,19.191249,-99.023371,2429
090070001,01/05/2011,50,42,92,43,40,83,7,2,9,10,9,19,40,33,73,49,41,1,1,0,0,50,42,50,42,50,42,090070001,01/05/2011,21.31349,39.28285,32.31403,63.67453,46.65597,4.82744,0.83207,26.76354,36.04984,9.52147,32.03057,81.53605,81.91597,216.36823,161.14045,156.21984,217.01742,217.01742,3.94743,80.57143,9.16882,6.14542,19.359004,-99.092622,2242
090120001,01/05/2011,21,12,33,20,12,32,1,0,1,8,2,10,13,10,23,21,12,0,0,0,0,21,12,21,12,21,12,090120001,01/05/2011,20.47293,39.72723,33.15398,60.02829,50.60131,4.83729,0.77873,27.18263,35.77897,8.67269,31.69096,85.7604,90.8457,268.6908,169.21471,139.82036,192.77854,192.77854,3.14133,73.58634,8.61162,5.56892,19.288275,-99.167125,2280
090040001,01/05/2011,1,2,3,1,2,3,0,0,0,1,0,1,0,2,2,1,2,0,0,0,0,1,2,1,2,1,2,090040001,01/05/2011,18.9118,43.19215,33.48426,64.85953,56.23794,6.14085,0.72708,28.40718,40.56121,12.23875,30.34918,89.83162,88.73236,251.38768,168.73105,158.1859,206.86828,206.86828,3.19719,105.17416,6.8552,6.96068,19.35735,-99.299792,2780
090020001,01/06/2011,6,15,21,5,14,19,1,1,2,2,1,3,4,14,18,6,15,0,0,0,0,6,15,6,15,6,15,090020001,01/06/2011,18.93464,52.51682,23.61784,51.162,32.93962,4.89533,0.63437,22.86088,38.57124,15.7869,29.40901,96.33399,70.79102,279.1334,134.94908,162.4101,212.53367,212.53367,3.50275,91.84747,10.11328,5.11613,19.484102,-99.18436,2244
090100001,01/06/2011,17,9,26,15,8,23,2,1,3,3,3,6,14,6,20,17,9,0,0,0,0,17,9,17,9,17,9,090100001,01/06/2011,18.48243,53.44161,23.64027,46.66236,35.60009,4.10592,0.68925,22.47062,34.96257,12.53876,28.68143,95.85407,83.44178,241.92491,156.84529,125.94346,169.10024,169.10024,2.98511,60.97421,10.27265,4.90665,19.390806,-99.195413,2308
090150001,01/06/2011,17,18,35,17,18,35,0,0,0,2,3,5,15,15,30,17,17,0,1,0,0,17,18,17,18,17,18,090150001,01/06/2011,19.08546,52.70903,23.18571,52.99895,32.98628,3.89808,0.71643,24.53661,40.31995,15.81892,28.71146,95.42747,71.42382,261.02019,146.56147,154.1858,206.38335,206.38335,3.24779,61.85517,10.89564,5.72181,19.441646,-99.151884,2230
090160001,01/06/2011,2,2,4,2,2,4,0,0,0,0,0,0,2,2,4,2,2,0,0,0,0,2,2,2,2,2,2,090160001,01/06/2011,18.63535,53.27908,23.45577,48.08525,34.99749,4.10439,0.70366,22.90507,36.43368,13.60954,28.80746,95.77481,79.14791,252.03796,152.72967,135.71557,181.73428,181.73428,3.16785,64.03369,10.30117,5.14094,19.407269,-99.190754,2264
090030001,01/06/2011,16,10,26,14,9,23,2,1,3,3,3,6,13,7,20,16,10,0,0,0,0,16,10,16,10,16,10,090030001,01/06/2011,18.48992,53.0599,24.93698,43.02363,36.57306,3.75084,0.76575,22.06298,32.99668,10.97971,28.57352,95.50432,101.63458,257.12187,176.08526,114.61899,155.7994,155.7994,2.90296,53.8899,10.50175,4.35693,19.350214,-99.162146,2247
090050001,01/06/2011,31,33,64,28,32,60,3,1,4,9,9,18,22,24,46,30,32,1,1,0,0,31,33,31,33,31,33,090050001,01/06/2011,19.33641,52.05291,22.20081,55.07617,32.92234,3.97191,0.66643,23.38143,39.63532,16.31373,29.42827,95.49428,72.05506,303.70298,133.19787,162.72822,213.86322,213.86322,3.28187,59.28595,10.88481,6.05769,19.482945,-99.113471,2229
090080001,01/06/2011,8,4,12,7,3,10,1,1,2,4,3,7,4,1,5,8,4,0,0,0,0,8,4,8,4,8,4,090080001,01/06/2011,18.09756,53.74413,23.51222,43.63476,38.23448,4.47749,0.56536,20.75943,29.50463,8.83241,28.34417,96.00466,84.94387,202.61389,163.09038,92.40133,122.85991,122.85991,2.16803,52.67722,10.23064,4.16332,19.304898,-99.241515,2520
090170001,01/06/2011,12,8,20,11,8,19,1,0,1,4,4,8,8,4,12,10,8,2,0,0,0,12,8,12,8,12,8,090170001,01/06/2011,19.20298,52.6011,23.28768,57.64256,31.32589,3.62522,0.72765,26.64759,44.20282,17.6252,28.32757,95.02551,70.38985,259.68839,149.61836,168.83782,225.2722,225.2722,3.13777,53.50966,11.27679,5.9867,19.419261,-99.113701,2229
090130001,01/06/2011,12,7,19,12,7,19,0,0,0,6,1,7,6,6,12,12,7,0,0,0,0,12,7,12,7,12,7,090130001,01/06/2011,18.81634,53.62804,22.77997,44.276,38.64393,3.4742,0.78485,21.83868,32.94014,11.1487,29.24582,95.28552,82.19093,278.9918,156.46424,117.75448,162.56698,162.56698,3.01166,48.87808,10.21457,5.02132,19.263462,-99.104913,2237
090090001,01/06/2011,5,1,6,5,1,6,0,0,0,2,0,2,3,1,4,5,1,0,0,0,0,5,1,5,1,5,1,090090001,01/06/2011,19.1643,53.89555,22.60861,46.40188,38.6973,2.97967,0.67377,21.8423,33.82529,12.04685,29.86835,94.5049,80.07293,254.70889,142.57104,123.0268,169.74175,169.74175,2.97679,33.81296,10.12738,5.13197,19.191249,-99.023371,2429
090120001,01/06/2011,12,10,22,11,9,20,1,1,2,3,3,6,9,7,16,12,10,0,0,0,1,12,10,12,10,12,10,090120001,01/06/2011,18.39629,53.14555,23.62117,41.7548,40.46921,3.71459,0.80363,21.33744,31.10692,9.79655,28.57473,95.48722,88.32189,297.18099,165.77434,112.17675,150.8337,150.8337,2.80903,52.46234,10.42659,4.094,19.288275,-99.167125,2280
090110001,01/06/2011,12,5,17,11,5,16,1,0,1,1,3,4,11,2,13,12,5,0,0,0,0,12,5,12,5,12,5,090110001,01/06/2011,19.27146,53.89381,22.39697,46.27282,39.4936,2.70466,0.68722,21.95862,34.02641,12.12964,30.02955,94.16383,79.74121,246.57618,141.12228,121.54091,170.727,170.727,3.02592,25.08924,10.17036,5.05838,19.270566,-99.004846,2249
090040001,01/06/2011,3,1,4,2,1,3,1,0,1,1,0,1,2,1,3,3,1,0,0,0,0,3,1,3,1,3,1,090040001,01/06/2011,16.74952,58.79842,23.38295,46.75276,38.73436,4.43894,0.6454,21.53671,33.32213,11.85586,27.64001,99.85197,81.04979,255.26039,142.65846,124.19907,164.64727,164.64727,2.89431,65.76159,8.6484,6.91949,19.35735,-99.299792,2780
090060001,01/06/2011,7,13,20,7,11,18,0,2,2,2,0,2,5,13,18,7,13,0,0,0,1,7,13,7,13,7,13,090060001,01/06/2011,19.1109,52.79102,22.32896,45.42676,33.02318,3.24988,0.80909,24.58625,39.24474,14.70125,28.64635,95.30158,74.35996,185.75145,147.70324,130.54723,183.85156,183.85156,3.51564,54.26547,10.97103,5.81509,19.395901,-99.097612,2233
090140001,01/06/2011,5,4,9,5,4,9,0,0,0,1,1,2,4,3,7,5,4,0,0,0,0,5,4,5,4,5,4,090140001,01/06/2011,18.68663,53.09212,24.36981,44.6098,35.67249,3.62205,0.76751,23.27088,36.19081,12.96988,28.65941,95.56549,94.81725,223.27157,165.47238,124.19343,170.67954,170.67954,3.19286,56.17011,10.56407,4.97156,19.371992,-99.157853,2238
090070001,01/06/2011,41,22,63,36,22,58,5,0,5,9,1,10,32,21,53,39,22,2,0,0,0,41,22,41,22,41,22,090070001,01/06/2011,18.94029,53.15413,21.17355,43.97915,36.1622,3.117,0.84263,22.04566,33.13763,11.18082,28.93815,95.49861,74.96788,204.78827,150.45051,103.72801,160.76335,160.76335,3.29036,42.82529,10.56353,5.49321,19.359004,-99.092622,2242
090170001,01/07/2011,14,11,25,12,10,22,2,1,3,4,3,7,10,8,18,13,10,1,1,0,0,14,11,14,11,14,11,090170001,01/07/2011,17.31817,68.71891,19.33394,37.07803,16.77056,2.55282,1.00751,28.07389,54.16599,26.11175,24.89262,98.95528,76.81496,129.52559,109.74637,143.96848,173.98371,173.98371,3.19949,24.43545,13.14042,30.88355,19.419261,-99.113701,2229
090020001,01/07/2011,19,8,27,19,8,27,0,0,0,6,2,8,13,6,19,19,8,0,0,0,0,19,8,19,8,19,8,090020001,01/07/2011,17.51048,68.37316,19.68073,35.99796,19.9814,3.88737,0.71084,24.84457,48.02072,23.17025,27.15858,98.22506,82.36915,136.74932,118.31573,177.80476,211.48264,211.48264,3.2078,42.48027,12.02559,28.48632,19.484102,-99.18436,2244
090110001,01/07/2011,10,7,17,10,6,16,0,1,1,4,2,6,6,5,11,10,7,0,0,0,1,10,7,10,7,10,7,090110001,01/07/2011,15.42498,71.50409,17.57864,23.7,26.09978,4.15857,0.68769,17.38376,25.89823,8.56807,24.36677,96.32243,75.62994,91.96993,136.31679,81.40526,99.45791,99.45791,1.95725,18.9278,8.87111,29.17611,19.270566,-99.004846,2249
090050001,01/07/2011,18,18,36,16,16,32,2,2,4,4,7,11,14,11,25,17,17,1,1,0,0,18,18,18,18,18,18,090050001,01/07/2011,17.582,67.5223,18.14005,38.26035,20.96636,2.57051,0.78418,23.73929,44.95614,21.20517,27.11414,96.89775,85.92016,144.53986,113.10045,159.71681,192.43758,192.43758,3.03863,33.15239,12.36517,27.32464,19.482945,-99.113471,2229
090100001,01/07/2011,15,10,25,13,9,22,2,1,3,3,1,4,12,9,21,15,10,0,0,0,0,15,10,15,10,15,10,090100001,01/07/2011,16.53207,70.15322,17.616,30.38152,21.27733,2.51284,0.79346,23.16384,40.79393,17.60262,25.94022,97.4182,76.63131,116.7867,122.06867,136.37226,167.1271,167.1271,2.92951,31.5456,11.03282,28.19597,19.390806,-99.195413,2308
090090001,01/07/2011,2,1,3,1,1,2,1,0,1,1,0,1,1,1,2,2,1,0,0,0,0,2,1,2,1,2,1,090090001,01/07/2011,15.74071,71.58716,17.55872,25.39383,24.61873,3.48838,0.71254,18.73446,29.8582,11.15602,24.89125,96.68096,76.12177,98.83116,130.58994,98.03798,119.94478,119.94478,2.23544,22.41991,9.19477,29.38303,19.191249,-99.023371,2429
090140001,01/07/2011,4,3,7,4,3,7,0,0,0,2,0,2,2,3,5,4,3,0,0,0,0,4,3,4,3,4,3,090140001,01/07/2011,16.7544,69.68133,17.62238,29.63586,20.81043,2.38197,0.90245,24.37015,42.83986,18.47208,25.95035,97.46719,76.14727,113.54557,122.737,135.26334,168.93153,168.93153,3.16345,31.94904,11.32763,28.41746,19.371992,-99.157853,2238
090120001,01/07/2011,18,15,33,17,13,30,1,2,3,11,6,17,7,9,16,16,15,2,0,0,0,18,15,18,15,18,15,090120001,01/07/2011,16.3064,70.02923,16.54186,25.84397,22.37102,2.23128,0.85456,20.42493,34.29121,13.83873,25.80839,96.33069,73.3354,110.13395,129.85492,107.24745,134.26316,134.26316,3.16865,27.58284,10.31252,27.30784,19.288275,-99.167125,2280
090080001,01/07/2011,3,6,9,2,6,8,1,0,1,1,2,3,2,4,6,3,6,0,0,0,0,3,6,3,6,3,6,090080001,01/07/2011,15.99945,70.67796,15.75809,26.24411,22.97377,2.03335,0.69147,20.44496,33.12838,12.67729,25.58018,96.4231,71.47937,105.58173,130.13622,107.13547,134.37585,134.37585,2.35365,23.82844,10.13126,27.2245,19.304898,-99.241515,2520
090130001,01/07/2011,13,10,23,13,10,23,0,0,0,5,5,10,8,5,13,13,10,0,0,0,0,13,10,13,10,13,10,090130001,01/07/2011,16.33235,70.77031,17.46045,27.70514,22.44667,2.49525,0.82897,21.19949,35.89878,14.69251,25.88204,97.13468,75.27125,110.54468,125.6442,114.37664,142.2996,142.2996,2.89892,27.77725,10.22595,28.62231,19.263462,-99.104913,2237
090150001,01/07/2011,19,13,32,19,11,30,0,2,2,6,3,9,13,10,23,19,13,0,0,0,1,19,13,19,13,19,13,090150001,01/07/2011,17.26227,68.84326,19.04914,35.55838,19.42189,3.16893,0.83595,25.39874,48.12683,22.69945,25.79655,98.37897,81.17502,132.36906,115.37256,158.39563,191.1442,191.1442,3.17817,35.43044,12.49095,29.58967,19.441646,-99.151884,2230
090060001,01/07/2011,6,2,8,6,2,8,0,0,0,3,0,3,3,2,5,6,2,0,0,0,0,6,2,6,2,6,2,090060001,01/07/2011,17.27221,69.24224,18.21805,31.20533,19.28301,2.20727,0.99644,26.75581,47.81579,21.03662,26.13289,98.58278,78.03547,113.82092,113.54326,136.07885,171.37392,171.37392,3.31434,31.45724,12.3855,29.58725,19.395901,-99.097612,2233
090110082,01/07/2011,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,090110082,01/07/2011,16.43644,71.91617,17.44555,28.14958,23.33053,2.78773,0.73625,20.12285,33.55415,13.43349,26.18844,97.57571,75.41404,107.90287,121.22492,113.97215,139.74773,139.74773,2.47927,23.91246,9.82577,29.96199,19.309316,-98.976459,2257
090040001,01/07/2011,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,090040001,01/07/2011,14.4935,76.38738,17.20966,29.28786,26.59489,1.368,0.71899,16.12933,23.90173,7.78604,24.84164,99.90935,75.54613,114.13667,134.1818,136.64821,163.75996,163.75996,2.74564,16.08331,9.82843,29.93185,19.35735,-99.299792,2780
090030001,01/07/2011,19,11,30,18,11,29,1,0,1,7,4,11,12,7,19,19,11,0,0,0,0,19,11,19,11,19,11,090030001,01/07/2011,16.49076,69.80017,17.58944,27.51217,21.27165,2.40407,0.86113,24.15757,42.45779,18.314,25.8791,96.70064,75.95104,111.11545,125.95718,138.87747,174.43468,174.43468,3.08546,31.48732,10.72217,27.61058,19.350214,-99.162146,2247
090160001,01/07/2011,6,3,9,6,3,9,0,0,0,0,1,1,6,2,8,6,3,0,0,0,0,6,3,6,3,6,3,090160001,01/07/2011,16.74605,69.87315,18.13219,31.81293,20.91112,2.70103,0.79819,23.62135,42.48166,18.87557,26.05405,97.77545,78.2126,120.90397,119.87618,144.31689,175.45752,175.45752,3.02404,33.4614,11.40084,28.55873,19.407269,-99.190754,2264
090070001,01/07/2011,42,22,64,39,21,60,3,1,4,8,2,10,34,20,54,41,22,1,0,0,0,42,22,42,22,42,22,090070001,01/07/2011,17.09136,69.94973,18.48373,31.26247,21.32871,2.04145,0.9853,25.60889,43.99577,18.3881,26.87929,98.22687,73.44423,113.37852,119.70244,122.30218,157.17372,157.17372,3.03827,29.99017,11.57813,28.75895,19.359004,-99.092622,2242
090170001,01/08/2011,12,5,17,12,5,17,0,0,0,2,1,3,10,4,14,12,5,0,0,0,0,12,5,12,5,12,5,090170001,01/08/2011,18.73805,59.19499,16.82263,39.44619,23.8361,3.05865,0.80024,25.34871,43.41131,18.14315,27.04602,97.00635,64.83213,146.97223,118.51923,142.72077,180.68427,180.68427,2.72811,30.49506,13.73646,21.95455,19.419261,-99.113701,2229
090120209,01/08/2011,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,3,0,090120209,01/08/2011,17.64553,62.18257,15.47522,28.34261,29.34273,2.76137,0.60516,16.98521,27.34965,10.39467,27.82731,96.56719,71.18828,121.04562,127.36902,95.55772,123.49466,123.49466,2.10788,42.21683,11.08119,21.01057,19.217154,-99.22684,3100
090130001,01/08/2011,16,6,22,14,6,20,2,0,2,3,3,6,13,3,16,16,6,0,0,0,0,16,6,16,6,16,6,090130001,01/08/2011,17.68903,63.21681,15.79486,28.36322,28.07652,3.25615,0.65757,18.84332,30.47956,11.65798,27.45035,96.86976,82.05081,134.29417,122.35691,116.61288,144.69001,144.69001,2.5533,44.1896,11.18333,22.03331,19.263462,-99.104913,2237
090060001,01/08/2011,13,6,19,12,6,18,1,0,1,2,0,2,11,6,17,13,6,0,0,0,0,13,6,13,6,13,6,090060001,01/08/2011,18.56007,60.42426,16.16816,32.03126,24.67202,3.00363,0.81512,23.91524,39.12896,15.2168,27.43621,97.28504,83.24613,115.89513,117.46196,123.34062,156.79332,156.79332,2.85137,34.80252,13.00841,21.69094,19.395901,-99.097612,2233
090090001,01/08/2011,3,3,6,3,2,5,0,1,1,0,0,0,3,3,6,3,3,0,0,0,0,3,3,3,3,3,3,090090001,01/08/2011,17.16365,65.59584,15.80721,27.43783,30.08424,3.76683,0.58287,15.85769,25.02101,9.21356,26.67569,97.08627,79.20687,127.74188,123.74554,109.23744,133.20726,133.20726,2.47416,41.63187,10.50531,23.62129,19.191249,-99.023371,2429
090070001,01/08/2011,29,33,62,28,32,60,1,1,2,4,8,12,25,25,50,29,32,0,1,0,1,29,33,29,33,29,33,090070001,01/08/2011,18.3001,61.68923,16.4921,30.92147,26.73259,3.04337,0.75536,22.38369,35.33899,12.98711,27.58683,97.46872,126.09046,145.15217,116.50835,114.77122,148.10952,148.10952,2.74907,34.06854,12.29338,21.72723,19.359004,-99.092622,2242
090120026,01/08/2011,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,090120026,01/08/2011,17.6788,62.18928,15.48269,28.22022,29.73054,2.64169,0.59453,16.29074,26.24013,9.95861,27.83637,96.4975,71.89196,122.88107,128.19497,87.54764,115.27849,115.27849,1.99164,38.90633,11.10657,21.05286,19.217969,-99.203967,2934
090110001,01/08/2011,10,11,21,9,10,19,1,1,2,5,3,8,5,8,13,10,11,0,0,0,0,10,11,10,11,10,11,090110001,01/08/2011,16.89719,66.14491,15.77374,26.35797,31.62661,4.16629,0.55814,14.08823,21.24758,7.22391,26.27217,97.08038,83.89562,127.25372,126.8608,93.59752,114.71153,114.71153,2.34831,40.32888,10.294,23.88661,19.270566,-99.004846,2249
090150001,01/08/2011,12,20,32,12,17,29,0,3,3,1,4,5,11,16,27,11,20,1,0,0,0,12,20,12,20,12,20,090150001,01/08/2011,18.56755,60.0262,16.88147,35.12752,25.04669,3.49561,0.7294,23.10189,39.97952,16.90271,27.65949,96.99105,70.30012,126.62369,118.63595,149.75267,185.24012,185.24012,2.69755,44.56663,12.93182,21.23067,19.441646,-99.151884,2230
090100001,01/08/2011,8,15,23,6,12,18,2,3,5,0,0,0,8,15,23,7,15,1,0,0,2,8,15,8,15,8,15,090100001,01/08/2011,17.91274,61.21802,15.9923,30.51392,27.02422,3.23458,0.69684,20.99522,34.68295,13.69144,27.91684,96.71035,70.27788,116.83343,123.61192,129.10541,158.88802,158.88802,2.62899,49.90398,11.55938,20.65591,19.390806,-99.195413,2308
