clave_res,mes_año,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Sobreviven,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Hombre_ingreso_PrimeraVez,Mujer_ingreso_PrimeraVez,Hombre_ingreso_subsecuente,Mujer_ingreso_subsecuente,Hombre_Infeccion_hosp,Mujer_Infeccion_hosp,Hombre_sala_recuperacion,Mujer_sala_recuperacion,Hombre_Terapia_intensiva,Mujer_Terapia_intensiva,Hombre_Terapia_intermedia,Mujer_Terapia_intermedia,MAPA,Fecha,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090080001,01/01/2009,4,8,12,4,8,12,0,0,0,0,3,3,4,5,9,4,8,0,0,0,0,4,8,4,8,4,8,090080001,01/01/2009,13.50805,48.25448,32.38168,54.07328,25.75485,7.37718,1.10413,38.16948,67.0241,29.33191,24.33474,92.68355,123.56443,224.49175,133.94054,286.38928,345.95419,345.95419,4.76923,73.16111,5.07559,7.83851,19.304898,-99.241515,2520
090140001,01/01/2009,4,5,9,4,4,8,0,1,1,0,1,1,4,4,8,4,4,0,1,0,0,4,5,4,5,4,5,090140001,01/01/2009,13.85766,48.46696,31.28841,61.75105,22.11455,8.65679,1.41662,41.71665,85.19046,43.63058,25.21024,94.34878,118.74927,259.50729,136.80898,353.77022,413.83024,413.83024,6.05467,90.96897,4.96037,7.38972,19.371992,-99.157853,2238
090040001,01/01/2009,6,2,8,6,2,8,0,0,0,2,0,2,4,2,6,5,2,1,0,0,0,6,2,6,2,6,2,090040001,01/01/2009,13.38054,48.72771,32.95124,60.81209,29.97649,8.48468,1.33407,40.08391,76.52429,36.67496,22.39854,93.6041,125.2215,251.85855,126.84263,332.20179,394.74273,394.74273,5.58657,92.00727,5.27839,7.42979,19.35735,-99.299792,2780
090090033,01/01/2009,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,090090033,01/01/2009,13.65075,49.91833,32.99947,63.47544,24.50079,6.99377,1.2996,40.3011,81.73238,41.62631,25.29357,96.85924,132.39379,261.40431,130.94354,337.42463,396.27946,396.27946,5.6622,79.54252,4.46806,8.58211,19.191988,-99.089954,2753
090050001,01/01/2009,45,49,94,40,45,85,5,4,9,8,5,13,37,44,81,43,46,2,3,0,0,45,49,45,49,45,49,090050001,01/01/2009,14.18049,47.47852,33.06992,79.68605,20.91313,8.65836,1.43802,42.95827,96.59277,53.78436,25.82009,94.76277,121.69878,305.31974,144.2945,458.55133,525.61607,525.61607,6.79657,113.79624,5.00104,6.76136,19.482945,-99.113471,2229
090020001,01/01/2009,29,16,45,28,16,44,1,0,1,3,3,6,26,13,39,29,15,0,1,0,0,29,16,29,16,29,16,090020001,01/01/2009,14.04355,48.51882,34.94763,73.5656,22.90932,8.50679,1.47031,41.44705,78.2099,36.94038,25.74925,93.93504,123.59033,341.7891,153.47881,359.71194,445.05092,445.05092,6.25362,109.29337,4.54181,6.99228,19.484102,-99.18436,2244
090150001,01/01/2009,28,21,49,27,18,45,1,3,4,3,2,5,25,19,44,23,21,5,0,0,1,28,21,28,21,28,21,090150001,01/01/2009,14.16649,48.37743,33.61446,71.24531,19.48131,9.44399,1.69648,46.1327,99.2685,53.13189,25.75626,95.29154,115.90276,280.47736,144.51807,484.41396,551.22604,551.22604,7.98777,118.06782,5.0466,7.02029,19.441646,-99.151884,2230
090120001,01/01/2009,16,23,39,16,20,36,0,3,3,1,8,9,15,15,30,15,23,1,0,0,0,16,23,16,23,16,23,090120001,01/01/2009,13.57403,48.43615,31.91388,57.05214,24.00404,7.8113,1.13152,37.53493,72.74791,35.44102,24.73785,93.32407,122.50993,228.46887,127.25206,321.03042,369.44997,369.44997,5.10845,80.8414,4.97048,7.83176,19.288275,-99.167125,2280
090090001,01/01/2009,8,3,11,8,3,11,0,0,0,2,2,4,6,1,7,7,3,1,0,0,0,8,3,8,3,8,3,090090001,01/01/2009,13.61791,50.53696,33.45107,65.01789,26.25071,5.64897,1.3206,40.53706,82.68567,42.32988,25.446,98.17875,138.42562,259.23849,133.03429,342.62491,402.1228,402.1228,5.7223,67.85578,4.37496,9.33345,19.191249,-99.023371,2429
090130001,01/01/2009,25,20,45,23,20,43,2,0,2,1,2,3,24,18,42,25,20,0,0,0,0,25,20,25,20,25,20,090130001,01/01/2009,13.67693,49.47508,32.49766,61.76864,23.18416,7.4371,1.27331,40.22068,82.55948,42.51574,25.21631,95.98105,127.42071,265.00221,130.20799,329.45614,386.88594,386.88594,5.53593,81.34461,4.59287,8.22667,19.263462,-99.104913,2237
090030001,01/01/2009,23,7,30,20,7,27,3,0,3,6,1,7,17,6,23,22,6,1,1,1,0,23,7,23,7,23,7,090030001,01/01/2009,13.67971,48.38166,30.79451,59.09205,22.59123,8.12307,1.3081,40.22724,80.824,40.78961,24.9044,93.54125,119.01946,262.21369,140.19648,330.58578,387.31798,387.31798,5.49109,83.02833,4.98884,7.63851,19.350214,-99.162146,2247
090070001,01/01/2009,70,57,127,66,51,117,4,6,10,7,4,11,63,53,116,67,53,3,4,0,0,70,57,70,57,70,57,090070001,01/01/2009,13.93364,48.78485,31.05472,63.63154,23.1669,8.62513,1.31144,41.93498,83.5966,41.89626,25.50846,95.49226,110.45392,260.48263,135.612,326.8847,383.58015,383.58015,6.11502,87.09104,4.79048,7.33319,19.359004,-99.092622,2242
090100001,01/01/2009,14,20,34,12,17,29,2,3,5,0,5,5,14,15,29,13,19,1,1,0,0,14,20,14,20,14,20,090100001,01/01/2009,13.80307,48.54602,32.47694,58.33809,21.79014,9.07321,1.52518,41.03892,76.93156,36.00342,25.03791,93.85735,120.15876,235.36113,127.18528,347.24527,405.48016,405.48016,5.92184,81.91111,4.86339,7.38725,19.390806,-99.195413,2308
090060001,01/01/2009,11,14,25,9,13,22,2,1,3,2,2,4,9,12,21,10,14,1,0,0,0,11,14,11,14,11,14,090060001,01/01/2009,14.15907,48.46493,32.16271,66.76576,21.87997,9.37398,1.47306,43.39713,92.18915,48.92703,25.75065,95.69093,114.52035,236.3826,141.52925,386.5511,446.69268,446.69268,6.94031,104.71064,5.09305,7.06977,19.395901,-99.097612,2233
090160001,01/01/2009,6,5,11,5,5,10,1,0,1,0,1,1,6,4,10,6,3,0,2,0,0,6,5,6,5,6,5,090160001,01/01/2009,13.9134,48.62839,32.96411,62.27099,22.36293,8.8233,1.49768,42.14743,82.15646,40.2558,25.30252,94.1886,119.91976,252.55279,135.36016,359.10833,427.32815,427.32815,6.22287,96.40924,4.79289,7.23618,19.407269,-99.190754,2264
090110001,01/01/2009,12,9,21,11,9,20,1,0,1,2,2,4,10,7,17,12,9,0,0,0,0,12,9,12,9,12,9,090110001,01/01/2009,13.6035,50.78935,34.15288,65.39269,28.08496,4.42208,1.33078,40.80657,83.22299,42.5814,25.49273,98.74809,148.68958,255.17405,134.87707,340.39906,399.75819,399.75819,5.80807,55.89841,4.3795,9.76341,19.270566,-99.004846,2249
090170001,01/01/2009,14,12,26,13,11,24,1,1,2,1,4,5,13,8,21,12,12,2,0,0,0,14,12,14,12,14,12,090170001,01/01/2009,14.31242,48.36665,32.20189,69.93297,19.80683,9.50356,1.89599,48.03148,113.25079,65.5402,25.88982,95.9689,101.10169,265.64045,141.25913,445.07633,503.20221,503.20221,8.35222,124.40204,5.37706,7.00239,19.419261,-99.113701,2229
090060001,01/02/2009,14,11,25,14,11,25,0,0,0,2,1,3,12,10,22,14,11,0,0,1,1,14,11,14,11,14,11,090060001,01/02/2009,15.57529,44.17051,28.9172,67.95875,29.10028,10.71344,1.23329,40.78945,77.16586,36.52694,28.16965,93.57256,93.78274,364.66229,171.34103,343.49304,411.50357,411.50357,6.16987,113.86708,3.41919,4.90866,19.395901,-99.097612,2233
090160001,01/02/2009,7,3,10,7,3,10,0,0,0,2,0,2,5,3,8,6,3,1,0,0,0,7,3,7,3,7,3,090160001,01/02/2009,15.28536,43.96152,29.91375,58.57732,28.4241,9.7944,1.24165,39.83612,71.89908,32.23301,27.55467,90.59047,95.43487,316.68315,159.54524,354.1439,416.74645,416.74645,6.51335,112.87636,3.1458,4.04163,19.407269,-99.190754,2264
090050001,01/02/2009,40,54,94,38,52,90,2,2,4,6,9,15,34,45,79,38,47,2,7,0,0,40,54,40,54,40,54,090050001,01/02/2009,15.53556,43.93153,30.06425,77.55202,25.78026,9.67001,1.2062,39.19944,80.01783,40.95319,28.15825,91.49404,98.44054,542.68985,160.9567,382.05245,435.03333,435.03333,6.05262,112.1226,3.05538,4.97631,19.482945,-99.113471,2229
090080001,01/02/2009,9,6,15,9,6,15,0,0,0,2,0,2,7,6,13,9,6,0,0,0,0,9,6,9,6,9,6,090080001,01/02/2009,14.70541,43.03246,29.62229,52.4226,32.45396,8.11115,0.93442,37.34673,61.80643,24.85632,26.43995,86.60489,101.93269,285.87506,169.51009,280.03758,341.32715,341.32715,5.09927,94.55702,3.37471,3.73024,19.304898,-99.241515,2520
090140001,01/02/2009,3,5,8,2,4,6,1,1,2,1,1,2,2,4,6,3,5,0,0,0,0,3,5,3,5,3,5,090140001,01/02/2009,15.21512,43.83499,28.77413,59.72232,28.75041,9.63531,1.20845,40.64627,75.63698,35.14084,27.46308,90.2831,92.7635,323.84592,164.26689,338.68174,400.19336,400.19336,6.11731,108.92164,3.30742,4.3571,19.371992,-99.157853,2238
090150001,01/02/2009,30,16,46,28,13,41,2,3,5,9,2,11,21,14,35,28,15,2,1,0,1,30,16,30,16,30,16,090150001,01/02/2009,15.59683,44.14449,30.25551,70.67727,24.60892,10.55906,1.33959,41.56885,82.35934,40.79671,28.13966,93.23923,91.04195,411.5717,167.17264,370.33631,419.17933,419.17933,5.78855,100.79544,3.39901,4.71079,19.441646,-99.151884,2230
090100001,01/02/2009,14,11,25,14,11,25,0,0,0,0,1,1,14,10,24,14,11,0,0,0,0,14,11,14,11,14,11,090100001,01/02/2009,15.12328,43.71123,29.58413,51.58822,27.45414,10.02932,1.26825,39.66336,69.60204,30.05567,27.25396,89.5525,95.95995,272.00549,147.89176,366.94174,429.28313,429.28313,7.09941,106.8454,3.19403,3.96742,19.390806,-99.195413,2308
090040001,01/02/2009,4,6,10,4,6,10,0,0,0,1,2,3,3,4,7,3,6,1,0,0,0,4,6,4,6,4,6,090040001,01/02/2009,13.72642,41.04978,30.04671,58.63338,34.52269,9.36304,1.13478,38.26408,68.04026,29.98677,24.69433,87.07471,103.6718,315.70469,175.6644,324.38153,383.00273,383.00273,5.92075,113.14099,2.80905,2.06506,19.35735,-99.299792,2780
090030001,01/02/2009,16,12,28,16,11,27,0,1,1,3,1,4,13,11,24,16,11,0,1,0,0,16,12,16,12,16,12,090030001,01/02/2009,15.01695,43.59485,28.51546,56.63703,29.18449,8.89978,1.14581,40.47327,74.76441,34.47801,27.06553,88.33184,91.12965,301.58819,166.70738,321.07436,379.74152,379.74152,5.69214,107.99954,3.36615,4.18542,19.350214,-99.162146,2247
090070001,01/02/2009,47,57,104,42,51,93,5,6,11,4,1,5,43,56,99,44,54,3,3,0,0,47,57,47,57,47,57,090070001,01/02/2009,15.31374,44.29679,27.85526,64.82278,30.42026,9.98139,1.26782,39.00162,71.88372,33.31021,27.82873,91.78357,83.49475,354.19098,159.03937,311.02929,376.76306,376.76306,5.80137,124.69611,3.10109,4.8064,19.359004,-99.092622,2242
090130001,01/02/2009,21,25,46,19,25,44,2,0,2,4,4,8,17,21,38,21,25,0,0,0,0,21,25,21,25,21,25,090130001,01/02/2009,15.05071,44.42821,29.72494,61.90812,30.24502,8.31616,1.15596,40.35387,75.87138,35.7321,27.40781,89.32976,109.09899,320.17352,160.18042,305.74418,363.68354,363.68354,5.35526,112.20419,3.04953,4.88208,19.263462,-99.104913,2237
090090001,01/02/2009,6,5,11,5,5,10,1,0,1,2,0,2,4,5,9,6,5,0,0,0,0,6,5,6,5,6,5,090090001,01/02/2009,15.08249,45.12439,30.78971,68.37192,33.08771,6.62772,1.18093,39.30788,73.50674,34.41628,27.59182,88.81598,127.8434,308.15378,160.1881,316.01558,374.67509,374.67509,5.65222,97.37092,3.09554,5.66542,19.191249,-99.023371,2429
090120001,01/02/2009,18,15,33,18,15,33,0,0,0,6,3,9,12,12,24,18,15,0,0,0,0,18,15,18,15,18,15,090120001,01/02/2009,14.89448,43.51497,29.26035,55.31393,31.66897,8.36836,1.00377,39.50278,71.19333,31.9157,26.85219,87.32767,100.0127,264.70095,165.15373,291.29755,348.6075,348.6075,4.87055,113.30162,3.36381,4.1432,19.288275,-99.167125,2280
090110001,01/02/2009,9,4,13,9,4,13,0,0,0,0,0,0,9,4,13,9,4,0,0,0,0,9,4,9,4,9,4,090110001,01/02/2009,15.10269,45.25535,31.52729,70.36425,34.92786,5.45628,1.20392,39.41378,73.66445,34.47749,27.61025,88.33273,141.3433,289.35357,161.44621,312.30745,372.21722,372.21722,5.69415,90.32363,3.21699,5.90323,19.270566,-99.004846,2249
090020001,01/02/2009,28,24,52,28,24,52,0,0,0,5,3,8,23,21,44,28,24,0,0,0,1,28,24,28,24,28,24,090020001,01/02/2009,15.5463,44.4799,31.58681,72.20714,28.89922,10.82026,1.23805,39.10331,68.25352,29.29082,27.90371,92.08061,90.78715,384.09049,164.51927,319.65286,379.21465,379.21465,6.17906,125.41599,3.11877,4.15158,19.484102,-99.18436,2244
090170001,01/02/2009,16,14,30,16,14,30,0,0,0,7,2,9,9,12,21,15,14,1,0,0,0,16,14,16,14,16,14,090170001,01/02/2009,15.76507,44.05217,28.3966,71.35021,24.59176,11.98164,1.55215,44.31963,90.15709,45.97525,28.38335,94.88723,86.12095,369.56804,175.26812,378.61088,427.87291,427.87291,6.16021,126.39437,3.77068,4.99093,19.419261,-99.113701,2229
090080001,01/03/2009,10,2,12,10,2,12,0,0,0,3,1,4,7,1,8,10,2,0,0,0,0,10,2,10,2,10,2,090080001,01/03/2009,16.50987,36.09268,26.84001,50.21606,33.85831,4.91316,0.72321,29.66371,46.84323,17.95811,27.93887,80.42151,95.34343,219.33391,161.67392,208.26913,254.25751,254.25751,3.64739,64.51703,5.09099,3.21094,19.304898,-99.241515,2520
090170001,01/03/2009,14,12,26,13,11,24,1,1,2,1,2,3,13,10,23,14,12,0,0,0,0,14,12,14,12,14,12,090170001,01/03/2009,17.97596,36.59471,21.87521,62.78281,26.70647,7.91621,0.88066,37.13858,73.1079,36.19043,29.29093,97.81745,65.32776,283.11561,154.80009,312.97164,368.79501,368.79501,4.32942,107.42971,4.59279,4.00526,19.419261,-99.113701,2229
090090011,01/03/2009,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,090090011,01/03/2009,16.85889,38.78257,26.73058,63.93706,34.76436,3.34044,0.95827,32.6333,58.62696,26.22115,29.86188,90.16853,121.68544,340.92432,137.50967,252.09335,303.22815,303.22815,4.47007,55.29574,5.14909,4.92343,19.217537,-98.993717,2258
090050001,01/03/2009,60,37,97,56,36,92,4,1,5,11,5,16,49,32,81,60,34,0,3,0,0,60,37,60,37,60,37,090050001,01/03/2009,17.43501,37.81987,26.51612,65.76982,28.03833,6.6175,0.88967,33.28975,65.4818,32.36586,29.04923,93.55539,81.32824,227.43948,155.52904,309.50458,358.74779,358.74779,4.22389,97.78588,4.45252,4.24949,19.482945,-99.113471,2229
090120001,01/03/2009,34,21,55,31,19,50,3,2,5,7,4,11,27,17,44,34,21,0,0,1,0,34,21,34,21,34,21,090120001,01/03/2009,16.73201,36.32173,26.61979,53.43938,32.41234,5.32302,0.776,31.96323,53.66321,22.08504,28.31735,82.09183,98.32787,246.25636,151.1499,275.24092,322.48729,322.48729,4.15608,59.92808,4.98963,3.42802,19.288275,-99.167125,2280
090140001,01/03/2009,5,1,6,5,1,6,0,0,0,0,0,0,5,1,6,5,1,0,0,0,0,5,1,5,1,5,1,090140001,01/03/2009,17.16996,36.80658,26.68718,55.951,30.46436,6.26553,0.90078,33.34398,59.16455,26.04826,28.74753,88.70812,90.49735,230.52313,157.78073,253.96483,304.38661,304.38661,4.5404,78.34027,4.72879,3.72437,19.371992,-99.157853,2238
090040001,01/03/2009,2,4,6,2,4,6,0,0,0,0,0,0,2,4,6,2,3,0,1,0,0,2,4,2,4,2,4,090040001,01/03/2009,15.37234,36.56631,27.1716,55.07107,36.98571,5.75766,0.88927,31.29095,53.78218,22.84748,26.29161,83.13587,92.8355,242.43146,161.69196,249.30826,295.57123,295.57123,4.4174,78.46404,5.08681,3.0205,19.35735,-99.299792,2780
090020001,01/03/2009,33,23,56,32,21,53,1,2,3,5,2,7,28,21,49,33,23,0,0,0,1,33,23,33,23,33,23,090020001,01/03/2009,17.55422,38.11335,31.42918,62.74712,31.28958,5.65065,0.96734,31.46111,53.57997,22.30702,29.4084,93.55095,77.53073,266.73668,161.11158,260.62339,304.47909,304.47909,4.45489,110.05828,4.59916,4.14966,19.484102,-99.18436,2244
090160001,01/03/2009,5,6,11,5,6,11,0,0,0,2,0,2,3,6,9,4,6,1,0,0,0,5,6,5,6,5,6,090160001,01/03/2009,17.24473,37.26026,27.36084,55.35306,31.36802,5.85235,0.91518,32.4835,56.52013,24.3031,28.94967,90.02266,85.42239,229.78423,162.61513,258.16788,305.68622,305.68622,4.69222,80.5325,4.65795,3.72719,19.407269,-99.190754,2264
090030001,01/03/2009,28,24,52,28,23,51,0,1,1,8,6,14,20,18,38,28,24,0,0,0,0,28,24,28,24,28,24,090030001,01/03/2009,16.90069,36.43377,27.02844,54.05946,29.62207,5.7779,0.87713,32.93499,57.7194,25.09481,28.4545,84.23314,90.10599,235.98616,154.47398,257.32626,306.37158,306.37158,4.44296,67.70232,4.90653,3.4953,19.350214,-99.162146,2247
090110001,01/03/2009,11,9,20,11,8,19,0,1,1,2,2,4,9,7,16,10,9,1,0,0,0,11,9,11,9,11,9,090110001,01/03/2009,16.86223,38.8096,26.7192,64.04787,34.91087,3.28345,0.95574,32.80184,58.83168,26.23789,29.89493,90.16668,128.91843,342.82049,137.34006,245.70236,297.86905,297.86905,4.4216,55.22871,5.17922,4.94392,19.270566,-99.004846,2249
090090001,01/03/2009,5,4,9,5,3,8,0,1,1,2,2,4,3,2,5,5,4,0,0,0,0,5,4,5,4,5,4,090090001,01/03/2009,16.85825,38.59396,26.66901,62.39016,33.48137,4.2006,0.93986,32.6159,58.44724,26.07118,29.67649,90.18266,117.05976,317.10544,140.91466,253.30752,304.09895,304.09895,4.41743,62.81283,4.99432,4.79578,19.191249,-99.023371,2429
090070001,01/03/2009,77,56,133,74,52,126,3,4,7,13,7,20,64,49,113,75,54,2,2,0,0,77,56,77,56,77,56,090070001,01/03/2009,17.28466,37.31308,25.23974,58.95565,31.89499,6.73922,0.98118,32.2869,56.32407,24.2909,29.0116,92.34416,127.83793,248.82597,158.91444,209.02149,267.29901,267.29901,4.21833,91.03232,4.47432,4.10559,19.359004,-99.092622,2242
090060001,01/03/2009,12,6,18,11,6,17,1,0,1,1,0,1,11,6,17,10,6,2,0,0,0,12,6,12,6,12,6,090060001,01/03/2009,17.67573,36.98753,24.54275,60.89649,31.0726,7.22872,0.87396,34.00601,60.87761,27.0057,29.17042,95.59172,94.45676,229.36842,161.26147,248.26582,304.21731,304.21731,4.32968,97.31222,4.49816,4.07229,19.395901,-99.097612,2233
090130001,01/03/2009,29,16,45,29,15,44,0,1,1,8,1,9,21,15,36,29,15,0,1,0,0,29,16,29,16,29,16,090130001,01/03/2009,16.88776,37.6416,26.36829,57.54399,31.26487,5.66343,0.91237,33.27715,59.47943,26.4587,29.02069,88.52951,110.12898,265.53353,147.19342,257.8424,308.95948,308.95948,4.356,70.98688,4.7518,4.19533,19.263462,-99.104913,2237
090100001,01/03/2009,21,14,35,18,13,31,3,1,4,1,0,1,20,14,34,20,13,1,1,0,1,21,14,21,14,21,14,090100001,01/03/2009,17.03964,36.955,27.00434,51.33185,31.86953,5.76941,0.91276,31.94939,54.30793,22.55486,28.67224,87.5246,88.20217,204.70265,167.04418,248.69927,294.05472,294.05472,5.01517,69.65693,4.76417,3.59877,19.390806,-99.195413,2308
090090260,01/03/2009,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,090090260,01/03/2009,16.8637,38.19778,26.55454,59.93011,32.3323,5.05623,0.91713,32.73693,58.35629,25.88023,29.36891,89.63556,112.6234,287.20067,144.57222,253.70712,304.38342,304.38342,4.35681,69.38845,4.847,4.53411,19.207135,-99.079148,2630
090150001,01/03/2009,27,17,44,24,15,39,3,2,5,5,3,8,22,14,36,24,17,3,0,0,0,27,17,27,17,27,17,090150001,01/03/2009,17.68625,37.14852,27.65528,62.26017,26.357,6.9472,0.9921,35.32419,66.62435,31.44408,29.22253,95.19684,76.66384,253.80641,155.83551,280.90252,326.27433,326.27433,4.58085,97.83811,4.5437,4.02613,19.441646,-99.151884,2230
090160001,01/04/2009,6,4,10,6,3,9,0,1,1,0,1,1,6,3,9,6,3,0,1,0,0,6,4,6,4,6,4,090160001,01/04/2009,19.75053,34.62146,27.56486,57.047,36.63228,5.39388,0.8321,30.03109,48.60095,18.76875,29.97768,81.53055,93.23214,254.91062,134.6455,227.14877,278.82791,278.82791,4.21092,72.34946,8.81973,5.03293,19.407269,-99.190754,2264
090030001,01/04/2009,16,13,29,16,11,27,0,2,2,3,4,7,13,9,22,16,13,0,0,0,0,16,13,16,13,16,13,090030001,01/04/2009,19.30621,34.46198,28.78494,55.16874,35.17665,4.52703,0.76616,29.01523,47.61428,18.75081,29.386,78.01364,89.14909,277.51233,115.66596,212.79696,267.45421,267.45421,3.81324,58.21134,8.78333,5.04103,19.350214,-99.162146,2247
090150001,01/04/2009,37,19,56,36,17,53,1,2,3,6,4,10,31,15,46,37,19,0,0,0,0,37,19,37,19,37,19,090150001,01/04/2009,20.24234,34.31414,26.58771,63.57213,32.26527,5.73061,0.85176,32.64166,56.91522,24.47416,30.45836,84.79833,90.56825,298.77244,130.60686,258.46054,314.22912,314.22912,4.69913,68.4638,9.24641,4.61384,19.441646,-99.151884,2230
090170001,01/04/2009,23,11,34,22,10,32,1,1,2,4,3,7,19,8,27,20,11,3,0,0,0,23,11,23,11,23,11,090170001,01/04/2009,20.44155,34.16754,21.47058,64.57721,32.09615,7.65822,0.76689,33.59267,60.2265,26.94818,30.58908,87.78765,65.50121,338.39353,138.22676,272.99423,319.78046,319.78046,5.47715,71.9724,9.67156,4.03714,19.419261,-99.113701,2229
090140001,01/04/2009,4,12,16,4,12,16,0,0,0,0,3,3,4,9,13,4,11,0,1,0,0,4,12,4,12,4,12,090140001,01/04/2009,19.6491,34.44011,28.14513,56.63593,36.04097,4.94612,0.81016,29.9369,49.02623,19.25038,29.78966,80.80976,90.57308,264.83364,125.83915,222.20749,276.17139,276.17139,4.08832,61.49084,8.9124,4.91797,19.371992,-99.157853,2238
090070001,01/04/2009,97,71,168,84,59,143,13,12,25,16,11,27,81,60,141,96,67,1,4,0,0,97,71,97,71,97,71,090070001,01/04/2009,19.90482,34.46117,27.79435,58.98451,38.6123,4.3772,0.79008,28.61174,45.81018,17.44909,30.13944,82.50986,137.66464,292.4617,130.24327,215.50621,268.93243,268.93243,4.50983,45.87438,8.93353,5.07152,19.359004,-99.092622,2242
090050001,01/04/2009,69,59,128,64,55,119,5,4,9,11,11,22,58,48,106,68,59,1,0,0,1,69,59,69,59,69,59,090050001,01/04/2009,20.24491,33.80644,26.71043,66.95796,33.63836,5.71868,0.74259,31.29268,55.6919,24.5808,30.47281,80.75101,84.65966,286.05041,132.6245,287.80227,342.04175,342.04175,4.49304,60.27045,8.99849,5.05303,19.482945,-99.113471,2229
090080001,01/04/2009,7,6,13,6,6,12,1,0,1,1,1,2,6,5,11,6,6,1,0,0,0,7,6,7,6,7,6,090080001,01/04/2009,18.82968,34.45624,28.05649,52.83469,39.24264,4.23595,0.60962,25.57584,38.85574,13.54841,28.75909,76.598,95.59261,237.75055,131.94196,167.50828,225.91391,225.91391,3.21597,67.47488,8.52194,5.07945,19.304898,-99.241515,2520
090130001,01/04/2009,23,16,39,20,15,35,3,1,4,3,4,7,20,12,32,23,15,0,1,1,0,23,16,23,16,23,16,090130001,01/04/2009,19.42166,34.96244,27.99663,58.2128,37.18353,4.10287,0.75359,29.32929,48.8938,19.70651,29.75147,80.26736,105.8905,301.30833,126.71402,223.31304,277.60739,277.60739,3.98298,48.84283,8.48696,6.07429,19.263462,-99.104913,2237
090060001,01/04/2009,12,8,20,10,8,18,2,0,2,1,1,2,11,7,18,11,8,1,0,0,0,12,8,12,8,12,8,090060001,01/04/2009,20.24286,34.25319,25.50312,60.29267,36.61842,5.32795,0.77047,30.49462,50.01887,19.68696,30.43372,85.33147,95.78833,254.69935,132.28549,235.76991,288.85886,288.85886,4.46194,57.04435,9.33379,4.48207,19.395901,-99.097612,2233
090090001,01/04/2009,5,10,15,4,9,13,1,1,2,1,1,2,4,9,13,4,10,1,0,0,0,5,10,5,10,5,10,090090001,01/04/2009,19.36479,35.66378,28.23079,62.01783,39.88695,2.89731,0.80203,29.31658,48.57926,19.41549,29.97227,81.613,104.54302,284.96783,131.50451,227.86509,281.41969,281.41969,4.10941,41.44242,8.20655,7.39792,19.191249,-99.023371,2429
090100001,01/04/2009,30,17,47,26,14,40,4,3,7,3,2,5,27,15,42,30,17,0,0,0,0,30,17,30,17,30,17,090100001,01/04/2009,19.49848,34.57539,27.69961,53.50117,37.52291,5.52849,0.90559,29.4583,46.46412,17.17152,29.64418,80.2463,92.72304,226.04965,136.06968,201.94992,253.1727,253.1727,3.9679,75.70084,8.73198,5.04869,19.390806,-99.195413,2308
090110001,01/04/2009,10,9,19,10,8,18,0,1,1,4,2,6,6,7,13,10,9,0,0,0,0,10,9,10,9,10,9,090110001,01/04/2009,19.31722,35.89095,28.53711,63.04426,41.74533,1.94887,0.81157,29.39114,48.61862,19.38161,30.00197,81.90284,109.29192,281.70964,134.58773,227.16456,280.6312,280.6312,4.20297,33.32352,8.13738,7.8067,19.270566,-99.004846,2249
090020001,01/04/2009,23,21,44,23,21,44,0,0,0,3,6,9,20,15,35,23,19,0,2,0,0,23,21,23,21,23,21,090020001,01/04/2009,20.15209,34.75467,29.74378,64.76267,35.33253,5.39747,0.80876,29.83123,47.53227,17.88902,30.48242,82.16062,105.09639,314.69839,136.86122,239.47892,287.31247,287.31247,4.42076,73.0934,8.58097,5.7211,19.484102,-99.18436,2244
090120001,01/04/2009,29,22,51,26,18,44,3,4,7,7,6,13,22,16,38,29,22,0,0,0,0,29,22,29,22,29,22,090120001,01/04/2009,19.10792,34.51331,28.09585,55.02664,38.27935,4.28844,0.61804,27.21874,44.80913,17.68768,29.16745,76.68323,97.17621,290.64069,126.63455,202.64283,256.13615,256.13615,3.42964,51.88064,8.6738,5.19747,19.288275,-99.167125,2280
090040001,01/04/2009,2,2,4,2,1,3,0,1,1,1,0,1,1,2,3,1,2,1,0,0,0,2,2,2,2,2,2,090040001,01/04/2009,17.65969,34.35222,28.24057,57.05917,44.50511,4.99386,0.78566,29.23489,46.48301,17.41043,26.99762,83.83807,95.56075,261.10672,131.94334,210.47854,264.01112,264.01112,3.88956,69.22561,7.34653,5.00806,19.35735,-99.299792,2780
