FECHA,Cluster,Total_Ingresos_Respiratorios_COVID,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio
2009-01-01,6,84,13.62548,48.955614999999995,32.20577,59.41039,23.594099999999997,7.6242,1.202415,38.877805,77.653695,38.97838
2009-02-01,6,79,14.972595,43.97159,29.492645,58.611025,30.956995,8.34226,1.079865,39.928325,73.532355,33.8239
2009-03-01,6,100,16.809885,36.981665,26.49404,55.491685000000004,31.838605,5.493225,0.844185,32.62019,56.57132,24.27187
2009-04-01,6,90,19.264789999999998,34.737875,28.046239999999997,56.61972,37.73144,4.195655,0.6858150000000001,28.274015,46.851465000000005,18.697095
2009-05-01,6,77,18.859525,47.80862,26.274485,48.41422,39.353785,3.925915,0.746375,29.276015,45.449615,16.37594
2009-06-01,6,59,18.748739999999998,58.09075,22.111240000000002,40.223240000000004,32.909975,4.63417,0.75374,27.79777,44.61246,16.986105
2009-07-01,6,48,18.615175,60.50041,17.259230000000002,33.048945,30.06554,4.152005,0.69144,25.352785,43.14295,17.93015
2009-08-01,6,43,17.967840000000002,63.117725,16.36326,30.92832,26.869675,4.609325,0.75629,25.054825,44.01988,19.0328
2009-09-01,6,102,17.491976666666666,75.58863000000001,15.560196666666664,24.97864,22.712266666666665,3.5538933333333333,0.8346866666666667,27.583759999999998,44.654266666666665,17.133933333333335
2009-10-01,6,135,18.3938,67.1763,18.41409,32.301005,24.073815,5.12328,0.70662,27.26885,46.26102,19.073825
2009-11-01,6,115,14.82615,60.894505,20.831845,41.20357,26.79288,6.070535,0.7943450000000001,33.260405,51.708875,18.55861
2009-12-01,6,130,15.28033,53.03835,24.542035,46.681380000000004,21.119065,4.20128,1.1792699999999998,34.491015000000004,66.68141499999999,32.281385
2010-01-01,6,100,13.620605000000001,58.022285,22.358424999999997,38.62963499999999,21.237175,4.921525,1.190955,32.872699999999995,66.73127,33.957765
2010-02-01,6,68,14.78755,49.830815,14.990765,33.233135,22.967080000000003,3.426565,1.1155599999999999,29.497555,60.248180000000005,30.845955
2010-03-01,6,93,17.611155,33.75136,19.1021,46.637585,29.84703,5.769015,1.05681,31.58113,54.023515,22.559075
2010-04-01,6,73,18.13307,40.97396,22.10579,45.06448,34.675915,3.6225699999999996,1.07026,29.646639999999998,49.369704999999996,19.822705
2010-05-01,6,70,20.08826,39.18442,28.02504,54.73616,44.546944999999994,5.597645,1.08276,31.681245,47.034315,15.50981
2010-06-01,6,63,18.640005000000002,55.12664,20.705644999999997,39.335445,37.811045,4.142975,1.004235,24.73899,36.92286,12.288215000000001
2010-07-01,6,48,16.387475000000002,73.004245,15.042445,26.437305000000002,18.778084999999997,2.762415,1.134385,24.03051,44.19671,20.21586
2010-08-01,6,55,16.75376,71.614035,13.975795,28.769705000000002,22.71763,2.974365,0.775195,22.086845,39.284985000000006,17.253235
2010-09-01,6,62,16.82219,69.86349999999999,12.690445,26.218510000000002,18.85709,2.6016500000000002,0.8599699999999999,20.780555,39.076215000000005,18.34821
2010-10-01,6,105,15.554535000000001,47.377309999999994,22.7074,48.371645,33.923275000000004,4.199925,1.0239500000000001,30.293,50.56127,20.389815
2010-11-01,6,124,14.018073333333334,44.746766666666666,31.77181333333333,61.30792666666667,30.753083333333336,6.853946666666666,1.2928899999999999,37.08133,64.23709000000001,27.258589999999998
2010-12-01,6,129,11.823299999999998,37.4168,41.23097333333333,77.34296333333333,25.899766666666665,9.145013333333333,1.7303466666666667,42.41806,84.77520666666668,42.50881666666667
2011-01-01,6,95,13.822890000000001,36.04795,27.687685000000002,58.07315,27.043655,4.43296,1.4153950000000002,33.38652,65.348645,32.04347
2011-02-01,6,98,15.825835000000001,37.162625,27.421325,58.190245,31.986420000000003,5.76223,1.108595,29.737585000000003,52.79607,23.233925
2011-03-01,6,84,17.12526,30.342255,32.686170000000004,64.321875,37.286505000000005,4.21276,1.0689000000000002,30.21741,48.050534999999996,18.04696
2011-04-01,6,59,19.473390000000002,36.52866,32.844715,62.02172,47.053615,3.31715,0.77389,27.352165,39.500715,12.37381
2011-05-01,6,64,20.631050000000002,40.185739999999996,33.15642,61.247585,50.156205,4.802905,0.7913250000000001,27.504350000000002,36.869445,9.455575
2011-06-01,6,41,18.606315000000002,53.386795,23.20057,43.0154,39.556569999999994,3.594395,0.7942400000000001,21.58806,32.02353,10.472625
2011-07-01,6,56,16.319375,70.39976999999999,17.001155,26.774555,22.408845,2.363265,0.841765,20.81221,35.094995,14.26562
2011-08-01,6,50,17.709663333333335,62.43105333333333,15.573830000000001,27.63263333333333,28.45878,3.1050733333333334,0.64376,18.22183,29.42312,11.22166
2011-09-01,6,73,16.814535,58.37149,16.97945,30.708895,30.202045,3.56805,0.738175,22.88661,35.73693,12.849129999999999
2011-10-01,6,110,15.214315,54.596605,18.93288,35.36224,26.92303,5.34159,0.82376,24.196469999999998,43.863295,19.66344
2011-11-01,6,100,14.779645,54.111760000000004,26.919035,45.758335,26.885125000000002,5.830805,0.89553,29.467039999999997,50.234275,20.75701
2011-12-01,6,80,13.860685,45.66208,35.067585,64.43382,28.77185,6.774935,1.15756,37.916865,69.998355,32.08847
2012-01-01,6,111,12.987716666666666,48.76471,28.80216,53.01275999999999,25.009866666666667,5.193383333333333,1.02123,28.74028,54.40832666666666,25.69514
2012-02-01,6,88,14.600785,52.686310000000006,22.760495,37.550285,22.9362,3.677075,0.91324,25.847625,49.344935,23.509235
2012-03-01,6,80,16.491565,40.417985,23.972565,49.19438,35.401245,4.2088350000000005,0.900665,29.600164999999997,46.22669,16.640875
2012-04-01,6,56,17.481465,34.82298,25.113605,45.897000000000006,37.652245,3.517115,0.805195,26.333525,41.43965,15.13902
2012-05-01,6,63,19.005155000000002,38.62057,29.689529999999998,53.9422,44.014089999999996,4.67479,0.669125,27.028805,37.681815,10.70284
2012-06-01,6,61,17.30567,58.87245,18.943015,34.986909999999995,30.286425,2.8205850000000003,0.712675,23.954765000000002,36.871134999999995,12.94969
2012-07-01,6,39,15.942435,69.33455000000001,18.765875,30.694215,24.75369,2.9373750000000003,0.713365,25.54631,39.86374,14.329895
2012-08-01,6,64,16.676895000000002,66.62719,17.41241,31.709294999999997,24.224800000000002,3.1346999999999996,0.647295,23.37941,37.043324999999996,13.66918
2012-09-01,6,84,16.753145,62.745655,19.501585,33.472570000000005,27.06366,3.91685,0.65673,22.989165,36.093265,13.118935
2012-10-01,6,88,16.423135000000002,51.844935,20.38718,41.803145,24.37723,5.0084599999999995,0.757015,26.40307,46.340135000000004,19.935535
2012-11-01,6,89,13.916509999999999,53.482839999999996,23.180455,47.39471,19.64349,6.0199549999999995,0.77664,31.352130000000002,52.65732,21.284219999999998
2012-12-01,6,116,14.33626,43.980419999999995,30.359340000000003,64.72215,26.60056,5.35524,0.98508,35.066195,60.969845,25.90574
2013-01-01,6,118,13.957419999999999,46.25469,29.262635,55.92755,25.39301,9.215720000000001,0.9214549999999999,30.60882,52.539585,21.91888
2013-02-01,6,121,16.781186666666667,32.86394333333333,23.654916666666665,57.66338,30.911473333333333,4.8491800000000005,0.8618066666666667,26.67038666666667,48.9888,22.323746666666665
2013-03-01,6,95,15.83598,35.249075000000005,24.990445,58.151664999999994,32.235895,4.962524999999999,0.758455,25.501260000000002,41.15294,15.653369999999999
2013-04-01,6,71,19.350765000000003,32.555184999999994,34.51806,62.379945000000006,41.757000000000005,3.907255,0.849905,26.704165,42.381055,15.684745
2013-05-01,6,69,18.88236,45.11431,36.588055,58.38218,48.64702,3.70376,0.805105,26.116035,36.95745,10.856819999999999
2013-06-01,6,64,17.94644,58.068214999999995,20.86749,34.78076,31.44377,3.682195,0.76068,23.778464999999997,37.616780000000006,13.827705
2013-07-01,6,55,17.19516,62.29389,18.113525,30.23791,29.350635,3.077735,0.666255,22.810859999999998,35.21644,12.405055
2013-08-01,6,65,16.76903,64.942295,16.01843,27.243925,26.581305,2.205145,0.61867,21.619245,33.563805,11.939845
2013-09-01,6,93,16.316063333333332,73.84490333333333,15.693236666666666,24.518776666666668,18.51106,2.1921966666666663,0.77869,21.578203333333335,39.56750333333333,17.990536666666667
2013-10-01,6,138,16.5982275,66.7530225,20.5608675,35.703805,24.574402499999998,3.9646850000000002,0.7310675,25.489395000000002,43.420047499999995,17.93069
2013-11-01,6,116,14.669795,64.34361,22.669224999999997,38.34273,20.074370000000002,5.13799,0.8897349999999999,27.998620000000003,49.081375,21.075175
2013-12-01,6,81,14.530486666666667,55.796636666666664,26.187646666666666,48.082789999999996,21.12861,6.82965,0.964,30.613976666666662,57.51071666666667,26.883916666666664
2014-01-01,6,99,12.843875,49.683885000000004,27.57907,53.180099999999996,25.69266,5.4519,0.99509,32.576184999999995,58.01247,25.412405
2014-02-01,6,82,16.619515,38.37426,26.467425,57.60531,37.051085,3.5132849999999998,0.84071,32.16978,50.699905,18.517415
2014-03-01,6,67,17.95161,41.28436,20.33008,47.39379333333333,30.100713333333335,3.0596633333333334,0.7217633333333332,22.668713333333333,38.56899,15.89855
2014-04-01,6,68,18.768525,41.466045,22.04846,47.66165,38.443290000000005,2.949845,0.76876,25.65162,40.351164999999995,14.691875
2014-05-01,6,68,17.66476,54.84536,22.851823333333332,38.595596666666665,35.431023333333336,3.8676333333333335,0.7415466666666667,26.972663333333333,41.23964,14.281626666666668
2014-06-01,6,59,17.331020000000002,66.67388,17.85952,27.763154999999998,26.413890000000002,2.6201999999999996,0.7835000000000001,21.770265000000002,36.215615,14.441749999999999
2014-07-01,6,63,16.52138,67.66088500000001,17.47191,27.593085,26.39216,2.46319,0.7103299999999999,22.665295,36.69242,14.004570000000001
2014-08-01,6,64,16.997860000000003,63.988635,16.297035,28.41857,29.32504,2.66129,0.746985,21.516669999999998,35.38888,13.861305000000002
2014-09-01,6,86,16.73397,69.040215,13.395340000000001,22.213585000000002,22.15156,1.89483,0.7156,20.031219999999998,34.611135000000004,14.572315
2014-10-01,6,115,15.41813,66.561365,17.092485,30.29479,24.165015,3.6954399999999996,0.75857,23.02088,38.45708,15.424195000000001
2014-11-01,6,125,14.564855,57.442139999999995,22.846095,42.76299,23.422095,4.6935649999999995,0.842395,27.555185,48.079165,20.528005
2014-12-01,6,100,14.043435,57.61456,26.66426,51.984809999999996,23.44567,4.102945,0.90567,29.783215,50.076495,20.27539
