clave_res,FECHA,Hombre_ingreso,Mujer_ingreso,Total_Ingresos_Respiratorios_COVID,Hombres_Recuperados,Mujeres_Recuperadas,Total_Recuperados,Hombre_defuncion,Mujer_defuncion,Total_Defunciones,Hombre_ambulatorio,Mujer_ambulatorio,Total_ambulatorio,Hombre_hospitalizado,Mujer_hospitalizado,Total_hospitalizado,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090120001,01/05/2009,26,12,38,23,12,35,3,0,3,4,3,7,22,9,31,18.69357,47.66992,26.35107,46.91046,39.80708,4.04593,0.6692,28.25258,42.65357,14.61394,29.41198,91.48813,88.4942,251.09627,152.77707,194.63686,240.55846,240.55846,3.59923,59.1575,10.83805,5.32428,19.288275,-99.167125,2280
090090001,01/05/2009,3,7,10,3,6,9,0,1,1,1,2,3,2,5,7,19.08725,48.33805,26.53934,54.61598,42.66651,2.70377,0.82462,29.62112,46.48066,17.04979,30.7321,97.53072,93.25274,654.39631,134.2144,193.71175,241.79363,241.79363,3.85,52.02791,10.82305,5.85271,19.191249,-99.023371,2429
090020001,01/05/2009,25,12,37,23,12,35,2,0,2,7,4,11,18,8,26,19.58236,48.00498,28.66381,52.50187,36.96211,4.1253,0.77246,29.44138,42.5926,13.28886,30.91968,91.1403,108.43267,294.09061,152.52183,181.16063,227.86599,227.86599,3.99055,103.36168,11.01185,4.7821,19.484102,-99.18436,2244
090060001,01/06/2009,8,6,14,8,6,14,0,0,0,1,2,3,7,4,11,19.59467,55.5938,22.22511,42.22287,31.08316,3.47437,0.80163,29.29534,47.13161,17.97814,31.31802,95.85272,77.06879,368.02733,142.95455,164.00015,206.88407,206.88407,3.57991,67.82803,11.68467,10.15863,19.395901,-99.097612,2233
090100001,01/06/2009,9,8,17,8,7,15,1,1,2,2,2,4,7,6,13,18.78454,57.17841,22.64889,41.01165,32.47671,5.27567,0.71248,27.09368,42.01118,15.0144,29.68284,94.76651,73.43023,291.95652,144.76396,163.4886,213.22687,213.22687,3.35239,65.32967,10.89168,10.17132,19.390806,-99.195413,2308
090020001,01/06/2009,14,15,29,14,14,28,0,1,1,6,4,10,8,11,19,19.28981,56.94238,25.13037,43.42251,30.99021,6.48219,0.70795,27.92337,41.2995,13.45887,30.18268,94.33151,75.61313,261.69415,126.35683,138.97427,190.18569,190.18569,3.56155,95.55059,10.94404,10.19528,19.484102,-99.18436,2244
090130001,01/06/2009,14,10,24,14,10,24,0,0,0,7,2,9,7,8,15,18.74506,58.37858,22.20788,41.28233,32.30474,4.41059,0.83141,28.33751,47.40829,19.24119,29.93653,96.55259,81.88086,296.33607,140.73363,174.19808,216.54909,216.54909,3.40698,61.33873,10.98018,10.14601,19.263462,-99.104913,2237
090140001,01/06/2009,3,2,5,2,2,4,1,0,1,2,1,3,1,1,2,19.06611,56.53447,21.67938,41.46814,32.32628,4.48886,0.79797,28.79175,47.02158,18.355,30.17307,95.38868,69.63895,311.82046,145.41852,169.01127,214.35568,214.35568,3.45741,66.01404,11.21384,10.18366,19.371992,-99.157853,2238
090070001,01/06/2009,36,30,66,32,27,59,4,3,7,7,8,15,29,22,51,19.17998,56.77924,21.22523,42.46222,32.68238,4.07831,0.90155,26.91317,43.32733,16.84026,30.58577,95.90904,86.53539,301.36003,142.17028,163.68357,204.08734,204.08734,3.69355,66.87871,11.25561,10.22965,19.359004,-99.092622,2242
090050001,01/06/2009,43,27,70,40,26,66,3,1,4,10,3,13,33,24,57,19.33725,56.06901,23.72563,42.88628,28.12395,3.10465,0.73333,27.44437,46.61404,19.27257,30.50751,94.88783,76.77464,260.84397,123.50731,197.52352,246.12937,246.12937,3.63536,66.91103,11.50497,10.8688,19.482945,-99.113471,2229
090150001,01/06/2009,12,16,28,11,15,26,1,1,2,4,2,6,8,14,22,19.55926,55.71749,23.76613,43.19277,27.15443,4.60752,0.69021,29.78081,48.4257,18.69044,31.13347,95.45603,72.70292,355.46844,127.07943,185.14696,240.16544,240.16544,3.66764,66.68548,11.57197,10.18654,19.441646,-99.151884,2230
090170001,01/06/2009,18,5,23,18,5,23,0,0,0,4,3,7,14,2,16,19.9266,54.7454,21.92262,44.18382,26.55529,3.51766,0.69068,31.88389,55.0369,23.28779,31.94563,95.98051,65.28245,500.09718,133.48542,210.58439,256.16131,256.16131,3.84272,67.77741,12.06806,10.0143,19.419261,-99.113701,2229
090110001,01/06/2009,16,5,21,15,5,20,1,0,1,8,0,8,8,5,13,18.6768,59.32331,22.78281,40.29097,36.82041,2.20738,0.77749,27.34291,45.40003,18.25105,30.28139,97.87214,92.41542,454.06978,135.34654,172.70426,216.21248,216.21248,3.45431,33.52167,11.14836,10.0165,19.270566,-99.004846,2249
090030001,01/06/2009,20,10,30,18,10,28,2,0,2,6,3,9,14,7,21,18.89213,57.01445,21.33413,40.52296,33.58607,4.78479,0.79091,28.49767,46.50087,18.15365,29.70318,95.32882,67.1679,277.38374,150.34755,167.7335,211.12101,211.12101,3.2869,63.49589,11.13189,10.19288,19.350214,-99.162146,2247
090040001,01/06/2009,5,2,7,5,1,6,0,1,1,0,0,0,5,2,7,15.34208,58.92893,22.90497,40.51644,38.24067,4.6783,0.64575,26.32815,41.03635,14.88151,25.45092,94.01135,77.26649,264.57716,162.09708,156.39145,202.9877,202.9877,3.15958,71.29172,9.25306,10.004,19.35735,-99.299792,2780
090080001,01/06/2009,6,4,10,6,4,10,0,0,0,2,3,5,4,1,5,18.32026,58.22523,22.41748,37.83693,34.30781,4.07611,0.51678,25.30039,36.89378,11.95052,28.79658,94.59495,75.90592,241.33726,148.99881,129.3842,172.76132,172.76132,2.5118,59.4903,10.84056,10.11111,19.304898,-99.241515,2520
090090001,01/06/2009,5,2,7,4,2,6,1,0,1,1,0,1,4,2,6,18.6797,59.17114,22.61207,40.80579,35.03793,3.00661,0.75406,27.35427,45.11172,17.9351,30.19911,97.57189,86.77555,406.94096,135.74062,171.25528,214.97651,214.97651,3.3807,45.61337,11.05647,10.04786,19.191249,-99.023371,2429
090120001,01/06/2009,22,13,35,22,13,35,0,0,0,10,6,16,12,7,19,18.75242,57.80292,22.0146,39.16415,33.51521,4.85775,0.67607,27.25803,41.81663,14.73102,29.42937,95.51076,75.20776,253.1403,149.80127,155.13806,193.87559,193.87559,2.84312,61.16163,11.05951,10.18238,19.288275,-99.167125,2280
090160001,01/06/2009,7,0,7,7,0,7,0,0,0,0,0,0,7,0,7,18.9755,56.96633,23.09966,41.7298,31.8845,4.84214,0.69513,27.42234,43.23946,15.94092,30.01915,94.75788,74.02652,303.69301,141.57439,164.95101,216.83667,216.83667,3.45197,71.45134,10.92109,10.1782,19.407269,-99.190754,2264
090060001,01/07/2009,7,11,18,7,10,17,0,1,1,3,2,5,4,9,13,19.62119,58.54207,17.72089,35.66827,27.41062,3.74079,0.7725,26.39917,44.22058,18.00902,29.2863,97.67143,59.56664,139.68874,128.44402,180.57669,225.06219,225.06219,3.47625,58.94568,12.89364,14.89732,19.395901,-99.097612,2233
090040001,01/07/2009,2,6,8,2,6,8,0,0,0,0,1,1,2,5,7,18.96109,59.52973,17.77878,35.30807,25.04412,4.61691,0.61627,23.33805,38.28387,15.13394,28.16975,95.69111,57.60233,159.27941,47.00545,147.35204,183.00901,183.00901,2.77559,65.00424,12.21432,16.44242,19.35735,-99.299792,2780
090030001,01/07/2009,22,12,34,22,12,34,0,0,0,8,3,11,14,9,23,18.8177,59.27316,16.55194,33.4565,31.76787,4.50933,0.70023,25.49631,43.90286,18.55766,27.94503,97.03015,55.04852,139.16585,142.81373,161.68576,198.1179,198.1179,3.11412,57.44093,12.31988,15.87447,19.350214,-99.162146,2247
090160001,01/07/2009,2,6,8,2,5,7,0,1,1,1,2,3,1,4,5,19.24825,59.01701,17.70204,36.32114,28.94783,4.88402,0.66218,24.01826,40.24795,16.36118,28.6023,96.24135,57.7324,163.16041,127.68793,159.55158,194.93261,194.93261,3.01105,64.79155,12.46258,15.80544,19.407269,-99.190754,2264
090120001,01/07/2009,20,9,29,20,9,29,0,0,0,8,4,12,12,5,17,18.62104,60.02346,17.1351,31.87255,30.85239,4.17067,0.6278,24.45578,40.20461,15.89052,27.66207,97.18798,56.97443,139.16353,134.44445,146.11846,179.69192,179.69192,2.82124,53.80557,12.17797,16.55397,19.288275,-99.167125,2280
090100001,01/07/2009,14,16,30,14,16,30,0,0,0,1,4,5,13,12,25,19.07553,59.10808,17.44921,35.31945,29.70322,5.4046,0.57931,23.7052,38.74156,15.13214,28.33149,96.304,57.25465,156.35034,131.09568,150.46516,184.84394,184.84394,2.89638,63.63587,12.39021,15.88274,19.390806,-99.195413,2308
090080001,01/07/2009,5,4,9,5,4,9,0,0,0,0,0,0,5,4,9,18.57783,59.70528,17.40083,32.07317,30.96912,4.01515,0.51618,22.39029,34.0552,12.08498,27.50745,96.49922,57.24847,143.43833,125.72458,115.58317,152.27377,152.27377,2.31994,61.80017,12.20102,16.4437,19.304898,-99.241515,2520
090020001,01/07/2009,14,11,25,13,11,24,1,0,1,2,9,11,12,2,14,19.22399,59.0904,19.05435,40.12186,28.53106,6.12437,0.81175,25.22684,39.03914,13.89945,28.36199,95.69833,57.87564,185.78668,123.88286,159.09691,198.40582,198.40582,2.70276,74.48179,12.39896,15.95396,19.484102,-99.18436,2244
090110001,01/07/2009,2,4,6,2,4,6,0,0,0,0,0,0,2,4,6,18.25951,62.13863,17.89537,33.97905,33.73718,2.15029,0.72813,25.70722,44.56372,19.01008,27.92081,98.89764,57.62852,171.02743,135.30538,168.17447,206.63878,206.63878,3.27265,33.8646,11.42718,17.94296,19.270566,-99.004846,2249
090150001,01/07/2009,22,19,41,21,17,38,1,2,3,4,8,12,18,11,29,19.61736,58.48466,18.14766,38.38531,23.97964,4.74337,0.867,25.27326,45.58041,20.33903,29.19909,97.23258,58.72439,190.12938,118.31718,176.58168,218.90116,218.90116,3.38046,69.0205,12.87007,15.01965,19.441646,-99.151884,2230
090050001,01/07/2009,41,26,67,37,25,62,4,1,5,17,3,20,24,23,47,19.20645,58.61703,18.40837,42.08246,25.24414,2.40178,0.89899,23.81179,44.30012,20.58404,28.59621,96.55126,63.66856,227.76462,115.36366,194.00188,231.81493,231.81493,2.85528,39.29163,12.57683,16.58509,19.482945,-99.113471,2229
090130001,01/07/2009,12,7,19,11,5,16,1,2,3,2,2,4,10,5,15,18.60931,60.97736,17.38336,34.22534,29.27869,4.13334,0.75508,26.24979,46.08129,19.96978,28.04355,97.9511,57.99926,147.66285,128.75553,168.40926,205.52805,205.52805,3.29443,51.0529,11.89266,17.18378,19.263462,-99.104913,2237
090090001,01/07/2009,7,6,13,6,6,12,1,0,1,4,0,4,3,6,9,18.32808,61.94011,17.71354,34.61413,31.91837,2.90819,0.71508,25.2099,43.69079,18.62987,27.95591,98.67937,57.70675,169.77223,130.73995,166.53467,204.20011,204.20011,3.16201,41.26841,11.50171,17.81787,19.191249,-99.023371,2429
090140001,01/07/2009,5,2,7,5,2,7,0,0,0,1,1,2,4,1,5,19.12512,58.95718,16.84363,34.80619,29.85299,4.46325,0.72506,25.69607,44.06652,18.5159,28.45823,97.11947,55.91893,141.97845,134.35677,168.65525,207.41129,207.41129,3.22726,59.69118,12.49827,15.51484,19.371992,-99.157853,2238
090170001,01/07/2009,12,13,25,11,12,23,1,1,2,4,4,8,8,9,17,19.98704,58.00544,18.14276,36.16898,24.7377,5.19182,0.72447,24.74478,48.82315,24.17509,29.76095,97.96804,56.5598,184.82378,125.51161,197.63565,242.23338,242.23338,2.91322,76.88619,13.27054,14.06724,19.419261,-99.113701,2229
090070001,01/07/2009,35,22,57,31,19,50,4,3,7,6,5,11,29,17,46,19.14799,59.43266,16.81481,35.07611,28.08876,4.21165,0.76005,26.12456,43.85134,17.99847,28.68308,97.51427,60.3523,134.13811,129.6981,172.63016,214.55167,214.55167,3.84558,50.50758,12.41689,15.90303,19.359004,-99.092622,2242
090100001,01/08/2009,10,10,20,10,10,20,0,0,0,1,2,3,9,8,17,18.35851,61.53595,16.13814,32.65383,27.26604,4.9349,0.77714,23.0913,37.26418,14.23166,27.69978,96.67831,64.63404,129.192,120.67043,128.95824,159.99928,159.99928,3.01992,71.35603,12.09856,12.87957,19.390806,-99.195413,2308
090140001,01/08/2009,3,2,5,3,1,4,0,1,1,1,0,1,2,2,4,18.32899,61.36275,16.51563,32.6152,26.31408,4.79573,0.76667,25.12378,43.21256,18.22201,27.64803,97.66523,71.91459,120.02789,115.98374,132.43721,166.31848,166.31848,2.89771,59.94355,12.26595,12.20857,19.371992,-99.157853,2238
090160001,01/08/2009,2,5,7,1,4,5,1,1,2,0,0,0,2,5,7,18.49284,61.49109,15.94246,33.3443,26.34921,5.55516,0.71439,23.33474,38.47105,15.23191,27.78146,96.66248,61.94408,132.59463,117.16312,124.67248,156.78423,156.78423,2.97599,71.42491,12.0563,12.85992,19.407269,-99.190754,2264
090020001,01/08/2009,11,11,22,9,10,19,2,1,3,2,6,8,9,5,14,18.55194,61.88797,17.62439,36.14864,25.29457,7.07263,0.60854,24.15087,36.8584,12.79316,27.66779,96.42215,53.75967,155.10502,114.12628,120.12033,154.77367,154.77367,3.03343,83.21597,11.77921,13.96695,19.484102,-99.18436,2244
090080001,01/08/2009,4,5,9,4,5,9,0,0,0,1,2,3,3,3,6,17.9788,61.94578,16.33497,30.15186,28.4613,4.42129,0.55236,21.87353,35.77479,13.98754,27.46901,96.58036,64.10412,125.17921,123.97352,104.14924,135.06212,135.06212,2.23216,63.82704,12.24832,13.28881,19.304898,-99.241515,2520
090170001,01/08/2009,9,10,19,8,10,18,1,0,1,3,0,3,6,10,16,18.7948,60.77748,13.91278,33.19256,22.7229,5.50613,0.67097,22.68268,44.15903,21.57479,27.89107,98.95311,61.96414,121.65021,105.57321,123.01509,155.3591,155.3591,2.19986,55.37677,12.87366,11.03497,19.419261,-99.113701,2229
090050001,01/08/2009,36,31,67,32,30,62,4,1,5,15,10,25,21,21,42,18.4452,60.79601,14.95916,37.88429,23.00849,3.13862,0.69556,22.71747,41.18906,18.56456,27.56058,97.13623,45.57802,171.90141,103.68732,131.79601,162.08572,162.08572,2.67811,44.02263,12.39315,11.62356,19.482945,-99.113471,2229
090060001,01/08/2009,11,8,19,9,8,17,2,0,2,1,1,2,10,7,17,18.59284,61.02178,15.19313,32.69816,24.47036,4.736,0.69164,25.74656,42.04636,16.5538,27.77331,98.46118,58.8987,118.15172,109.84029,118.11365,154.0431,154.0431,2.60198,53.05642,12.53451,11.47401,19.395901,-99.097612,2233
090030001,01/08/2009,13,13,26,12,12,24,1,1,2,1,4,5,12,9,21,18.12868,61.6086,16.84147,31.77097,27.19194,4.63864,0.78374,25.07158,44.26795,19.28284,27.54099,97.45661,75.79166,117.12325,120.39157,136.68182,169.59623,169.59623,2.94235,58.83513,12.23522,12.52058,19.350214,-99.162146,2247
090040001,01/08/2009,2,1,3,2,0,2,0,1,1,0,0,0,2,1,3,18.33043,61.83299,16.40008,32.48506,27.0354,5.38259,0.64813,22.62627,37.57413,15.02693,27.71659,95.66403,60.14504,132.54234,117.49277,123.17467,154.43371,154.43371,2.7571,72.17606,11.87702,13.67011,19.35735,-99.299792,2780
090070001,01/08/2009,47,31,78,41,29,70,6,2,8,5,5,10,42,26,68,18.30435,61.6741,16.21474,32.5795,25.01138,4.90258,0.81454,25.78547,43.92795,18.3074,27.60631,98.05616,63.40855,118.42511,109.09736,135.618,169.93586,169.93586,3.03076,45.70448,12.10143,12.21487,19.359004,-99.092622,2242
090130001,01/08/2009,11,8,19,10,8,18,1,0,1,0,4,4,11,4,15,17.94243,63.87044,16.31812,31.91446,26.22202,4.60553,0.79942,25.77613,46.45797,20.77117,27.35071,98.47468,63.1577,118.3421,112.41001,145.06143,178.19814,178.19814,3.01792,51.49069,11.61538,13.76475,19.263462,-99.104913,2237
090120001,01/08/2009,14,10,24,13,8,21,1,2,3,5,4,9,9,6,15,17.99325,62.36501,16.4084,29.94218,27.51733,4.61312,0.71316,24.33352,41.58179,17.29443,27.45971,97.46078,67.13636,112.99568,116.87981,125.0813,155.45847,155.45847,2.7345,56.40712,12.16166,13.13165,19.288275,-99.167125,2280
090150001,01/08/2009,18,14,32,12,13,25,6,1,7,7,0,7,11,14,25,18.64199,61.05459,14.87456,34.88654,22.12927,6.30456,0.78722,24.58328,42.14018,17.60169,27.79752,97.97385,57.36635,141.63337,105.49384,115.53362,147.28061,147.28061,2.69798,62.60844,12.46983,11.81373,19.441646,-99.151884,2230
090090001,01/08/2009,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,17.70427,65.69581,16.36685,31.45237,29.25145,3.28392,0.72723,24.57407,43.18878,18.70904,27.10422,99.50657,59.93232,115.00377,123.76456,136.73331,169.25696,169.25696,2.91608,41.77264,11.11667,14.6507,19.191249,-99.023371,2429
090110011,01/08/2009,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,17.66559,65.81254,16.50614,31.37682,29.68617,2.89526,0.70124,24.39673,42.77517,18.47973,27.07568,99.58437,59.42013,114.19022,126.04304,136.09112,168.49769,168.49769,3.00286,37.42674,11.04436,14.69384,19.224778,-98.964944,2240
090110001,01/08/2009,5,5,10,5,4,9,0,1,1,1,4,5,4,1,5,17.64762,66.22246,16.64512,30.761,31.05843,2.50113,0.74267,25.07026,44.0641,19.0963,27.03264,99.84963,60.69524,108.84644,129.88352,140.46515,173.33826,173.33826,2.95597,34.26682,11.0294,14.87514,19.270566,-99.004846,2249
090020001,01/09/2009,21,19,40,20,19,39,1,0,1,5,3,8,16,16,32,17.65822,76.06296,18.29903,31.19372,21.91894,2.73498,0.86363,26.6644,41.20148,14.70445,25.57769,100,60.19456,114.98242,120.71145,190.90864,216.56492,216.56492,4.24554,54.28656,12.70675,30.80616,19.484102,-99.18436,2244
090140001,01/09/2009,5,4,9,4,4,8,1,0,1,1,0,1,4,4,8,17.71111,75.32729,14.47662,27.05563,22.37242,3.45967,0.87117,28.33339,45.78472,17.53312,25.56371,100,55.69698,99.46595,137.11713,144.25499,177.19063,177.19063,3.83129,55.57583,12.94189,30.73001,19.371992,-99.157853,2238
090060001,01/09/2009,9,12,21,8,12,20,1,0,1,0,1,1,9,11,20,17.72117,75.04785,16.29009,28.56402,21.48823,3.74771,0.86965,30.13823,49.18987,19.15899,25.53498,100,57.35637,97.09825,136.01816,144.49404,182.8746,182.8746,4.06796,59.39699,13.09553,30.3822,19.395901,-99.097612,2233
090050001,01/09/2009,60,50,110,56,48,104,4,2,6,15,9,24,45,41,86,17.61892,75.45727,16.82562,38.27967,20.14688,2.73249,0.95328,28.19246,50.02035,21.90605,25.46983,100,59.61672,98.78721,124.4495,172.74851,203.95642,203.95642,3.83505,34.19242,12.95407,31.34088,19.482945,-99.113471,2229
090170001,01/09/2009,21,12,33,19,11,30,2,1,3,2,3,5,19,9,28,17.8089,74.8596,16.89131,28.04458,19.29947,3.5875,0.9092,30.65717,57.65668,27.12019,25.59645,100,57.08169,80.72731,132.06456,183.29062,222.95742,222.95742,3.58717,51.26583,13.28621,30.0295,19.419261,-99.113701,2229
090030001,01/09/2009,31,17,48,29,16,45,2,1,3,11,5,16,20,12,32,17.67652,75.43163,13.97809,25.09237,22.72739,3.51763,0.84184,27.63298,44.20442,16.64007,25.54167,100,55.03805,98.20858,141.51531,141.44393,172.89357,172.89357,3.56958,54.2616,12.84376,30.89604,19.350214,-99.162146,2247
090040001,01/09/2009,7,3,10,5,3,8,2,0,2,1,0,1,6,3,9,17.80466,75.95008,16.24852,26.53293,22.63077,3.33375,0.82565,26.67603,42.78214,16.17786,25.75718,100,59.13215,108.56934,131.06189,148.63395,177.84979,177.84979,3.62613,53.59222,12.67671,31.53979,19.35735,-99.299792,2780
090160001,01/09/2009,7,5,12,7,4,11,0,1,1,3,0,3,4,5,9,17.79765,75.62431,15.96603,28.27555,22.46442,3.41832,0.90632,27.70426,44.92001,17.31039,25.70074,100,57.76027,103.93608,129.38115,157.47087,186.7123,186.7123,4.04267,52.90939,12.87257,31.06763,19.407269,-99.190754,2264
090070001,01/09/2009,72,49,121,64,46,110,8,3,11,14,9,23,58,40,98,17.59538,75.2699,15.7463,27.27664,21.62282,3.57235,0.93483,27.66669,44.15972,16.61856,25.4323,100,54.49528,112.70337,137.10105,136.56153,176.31609,176.31609,3.70667,44.26865,12.82369,30.77554,19.359004,-99.092622,2242
090120001,01/09/2009,24,28,52,23,28,51,1,0,1,10,10,20,14,18,32,17.57862,75.58449,15.10643,23.70808,23.09891,4.04346,0.8102,27.56957,44.06672,16.54271,25.45476,100,57.33797,95.07926,138.07304,144.75844,175.08533,175.08533,3.32194,55.01441,12.64087,31.15613,19.288275,-99.167125,2280
090130001,01/09/2009,31,18,49,31,18,49,0,0,0,7,1,8,24,17,41,17.44467,75.55597,15.76385,25.5887,22.37025,3.32023,0.85827,27.70452,45.32116,17.68833,25.29998,100,59.48482,105.77675,133.86831,147.35148,180.37129,180.37129,3.55366,46.06098,12.47627,31.21018,19.263462,-99.104913,2237
090130131,01/09/2009,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,17.45264,75.62543,15.81031,25.63914,22.66764,3.29799,0.83559,27.47719,44.57492,17.17076,25.31769,100,59.8554,104.5353,133.98664,145.70105,177.91936,177.91936,3.51145,47.89861,12.45435,31.28183,19.224846,-99.134174,2554
090110001,01/09/2009,12,12,24,8,10,18,4,2,6,1,4,5,11,8,19,17.143,75.58308,16.57675,23.91134,25.82397,1.27393,0.88172,27.55193,45.58178,18.10828,24.95079,100,66.50854,104.08385,130.21106,147.74468,182.44287,182.44287,3.67446,23.77363,12.02161,31.41514,19.270566,-99.004846,2249
090150001,01/09/2009,20,26,46,20,24,44,0,2,2,5,8,13,15,18,33,17.75045,75.21588,16.75027,31.44609,19.64718,4.72004,1.05805,28.78952,50.12,21.38948,25.58539,100,57.96987,96.3381,128.85135,163.54939,192.3772,192.3772,3.9819,56.36515,13.07662,30.50313,19.441646,-99.151884,2230
090100001,01/09/2009,24,19,43,24,18,42,0,1,1,1,3,4,23,16,39,17.78063,75.62978,15.51675,27.17658,22.46691,2.8549,0.9234,26.90119,43.26598,16.41494,25.6832,100,57.26772,103.73943,130.03027,144.90172,174.20168,174.20168,3.86459,51.67195,12.84926,31.09348,19.390806,-99.195413,2308
090080001,01/09/2009,9,7,16,9,7,16,0,0,0,3,2,5,6,5,11,17.67534,75.75656,15.54038,23.58781,23.08428,3.04638,0.67532,26.23078,40.25687,14.10828,25.58582,100,58.1128,104.90944,139.84918,123.35398,154.27223,154.27223,3.05148,50.9217,12.66052,31.31973,19.304898,-99.241515,2520
090090001,01/09/2009,7,5,12,7,4,11,0,1,1,1,2,3,6,3,9,17.22302,75.638,16.34352,24.86877,24.55591,1.95373,0.86555,27.4513,45.14661,17.77095,25.0517,100,63.69532,105.52215,130.51034,148.20578,181.63288,181.63288,3.64678,31.80689,12.12096,31.42452,19.191249,-99.023371,2429
090030001,01/10/2009,31,26,57,29,24,53,2,2,4,5,3,8,26,23,49,18.49547,66.68171,17.34479,31.96395,24.76565,5.18161,0.76026,27.44373,47.0366,19.67213,29.30461,100,67.01341,130.92444,162.3515,180.23994,215.56429,215.56429,3.75775,52.24395,10.75752,11.63291,19.350214,-99.162146,2247
090100001,01/10/2009,28,22,50,28,17,45,0,5,5,2,2,4,26,20,46,18.48975,66.90862,18.68579,34.10983,23.72958,4.93844,0.92699,27.43737,49.02305,21.65414,29.34238,100,68.89172,139.37381,148.20141,192.31849,224.56172,224.56172,4.19083,51.80335,10.77391,11.61536,19.390806,-99.195413,2308
090020001,01/10/2009,23,26,49,22,26,48,1,0,1,3,5,8,20,21,41,18.30176,67.16894,22.72944,39.62294,23.72254,5.46677,0.88833,26.62356,47.51451,21.1412,29.08107,100,72.46816,156.78384,153.44537,183.32224,213.06633,213.06633,3.79352,78.41106,10.80096,11.97397,19.484102,-99.18436,2244
090120001,01/10/2009,39,40,79,35,38,73,4,2,6,7,2,9,32,38,70,18.41248,67.11497,18.21082,30.29848,24.25091,5.23728,0.67827,27.21528,45.16747,18.01129,29.27644,100,66.9831,122.86753,161.08617,178.67911,216.35749,216.35749,3.65624,48.85617,10.6105,11.2303,19.288275,-99.167125,2280
090060001,01/10/2009,21,18,39,20,16,36,1,2,3,3,1,4,18,17,35,18.63479,65.873,18.84997,36.54103,23.2817,5.83447,0.73321,28.69755,50.82506,22.23892,29.34047,100,69.0226,137.83871,143.2485,173.7199,210.63919,210.63919,3.52683,68.72129,10.96623,12.28154,19.395901,-99.097612,2233
090040001,01/10/2009,3,3,6,1,3,4,2,0,2,1,0,1,2,3,5,18.41957,67.5105,19.59532,33.70712,24.06959,5.44173,0.82832,26.71437,47.60421,20.97516,29.37182,100,68.86372,140.75093,151.45352,189.89855,222.13789,222.13789,3.69192,61.76593,10.66202,11.25829,19.35735,-99.299792,2780
090140001,01/10/2009,3,9,12,3,9,12,0,0,0,1,0,1,2,9,11,18.54299,66.41855,17.71736,34.43189,24.07993,5.42958,0.79501,27.93469,49.17398,21.32541,29.31799,100,67.53511,136.95617,154.59226,181.72753,216.80914,216.80914,3.77929,58.59054,10.83863,11.87032,19.371992,-99.157853,2238
090070001,01/10/2009,82,91,173,76,83,159,6,8,14,16,20,36,66,71,137,18.50698,66.52247,18.25305,38.41589,24.47911,5.78262,0.7339,26.40479,44.161,18.05289,29.29172,100,62.44253,201.09281,139.7537,161.55144,194.94906,194.94906,3.59265,58.20043,10.7381,11.62528,19.359004,-99.092622,2242
090080001,01/10/2009,13,13,26,12,11,23,1,2,3,1,0,1,12,13,25,18.40716,67.30368,18.71599,29.45512,24.63547,4.63168,0.68287,26.15161,43.47263,17.41819,29.30748,100,67.8398,131.6138,160.0133,169.95202,202.23746,202.23746,3.19296,47.84858,10.62777,11.22975,19.304898,-99.241515,2520
090090001,01/10/2009,12,8,20,12,7,19,0,1,1,1,1,2,11,7,18,18.29608,67.6161,19.11938,32.46727,25.5941,3.43745,0.80358,27.03718,47.96523,21.04363,29.22271,100,65.71322,126.10003,145.52337,181.27888,215.58765,215.58765,3.66958,38.76904,10.35763,10.63436,19.191249,-99.023371,2429
