ClaveLocRes,FECHA,POB_TOTAL_INEGI,POB_MASCULINA_INEGI,POB_FEMENINA_INEGI,AMBITO,TOTAL DE VIVIENDAS HABITADAS,Hombres_ingresos,Mujeres_Ingresos,Total_INgresos_COVID,Hombres_MIGRANTE_SI,Mujeres_MIGRANTE_SI,Hombres_MIGRANTE_NO,Mujeres_MIGRANTE_NO,Hombres_MIGRANTE_NOESPECIFICO,Mujeres_MIGRANTE_NOESPECIFICO,Hombres_Recuperadas,Mujeres_Recuperadas,Total_Recuperados,Hombres_defuncion,Mujeres_defuncion,Total_Defunciones,Hombres_Tres_complicaciones,Mujeres_Tres_complicaciones,Total_Tres_complicaciones,Hombres_Mayor_cuatro_comorbilidades,Mujeres_Maayor_cuatro_comorbilidades,Total_mayor_cuatro_comorbilidades,Hombres_Ambulatorio,Mujeres_Ambulatorio,Total_ambulatorio,Hombres_Hospitalizado,Mujeres_Hospitalizado,Total_hospitalizado,Hombres_Intubado_SI,Mujeres_Intubado_SI,Hombres_Intubado_NO,Mujeres_Intubado_NO,Hombres_Intubado_NO_APLICA,Mujeres_Intubado_NO_APLICA,Hombres_Intubado_NOESPECIFICO,Mujeres_Intubado_NOESPECIFICO,Hombres_UCI_SI,Mujeres_UCI_SI,Hombres_UCI_NO,Mujeres_UCI_NO,Hombres_UCI_NO_APLICA,Mujeres_UCI_NO_APLICA,Hombres_UCI_NOESPECIFICO,Mujeres_UCI_NOESPECIFICO,Hombres_Neumonia_SI,Mujeres_Neumonia_SI,Hombres_Neumonia_NO,Mujeres_Neumonia_NO,Hombres_Neumonia_NOESPECIFICO,Mujeres_Neumonia_NOESPECIFICO,Hombres_Diabetes_SI,Mujeres_Diabetes_SI,Hombres_Diabetes_NO,Mujeres_Diabetes_NO,Hombres_EPOC_SI,Mujeres_EPOC_SI,Hombres_EPOC_NO,Mujeres_EPOC_NO,Hombres_ASMA_SI,Mujeres_ASMA_SI,Hombres_ASMA_NO,Mujeres_ASMA_NO,Hombres_INMUSUPR_SI,Mujeres_INMUSUPR_SI,Hombres_INMUSUPR_NO,Mujeres_INMUSUPR_NO,Hombres_HIPERTENSION_SI,Mujeres_HIPERTENSION_SI,Hombres_HIPERTENSION_NO,Mujeres_HIPERTENSION_NO,Hombres_OTRAS_COM_SI,Mujeres_OTRAS_COM_SI,Hombres_OTRAS_COM_NO,Mujeres_OTRAS_COM_NO,Hombres_CARDIOVASCULAR_SI,Mujeres_CARDIOVASCULAR_SI,Hombres_CARDIOVASCULAR_NO,Mujeres_CARDIOVASCULAR_NO,Hombres_OBESIDAD_SI,Mujeres_OBESIDAD_SI,Hombres_OBESIDAD_NO,Mujeres_OBESIDAD_NO,Hombres_RENAL_CRONICA_SI,Mujeres_RENAL_CRONICA_SI,Hombres_RENAL_CRONICA_NO,Mujeres_RENAL_CRONICA_NO,Hombres_TABAQUISMO_SI,Mujeres_TABAQUISMO_SI,Hombres_TABAQUISMO_NO,Mujeres_TABAQUISMO_NO,Hombres_OTRO_CASO_SI,Mujeres_OTRO_CASO_SI,Hombres_OTRO_CASO_NO,Mujeres_OTRO_CASO_NO,Hombres_OTRO_CASO_NOESPECIFICO,Mujeres_OTRO_CASO_NOESPECIFICO,Hombres_TOMA_MUESTRA_LAB_SI,Mujeres_TOMA_MUESTRA_LAB_SI,Hombres_TOMA_MUESTRA_LAB_NO,Mujeres_TOMA_MUESTRA_LAB_NO,Hombres_TOMA_MUESTRA_ANTIGENO_SI,Mujeres_TOMA_MUESTRA_ANTIGENO_SI,Hombres_TOMA_MUESTRA_ANTIGENO_NO,Mujeres_TOMA_MUESTRA_ANTIGENO_NO,Hombres_COVID19_POSITIVO,Mujeres_COVID19_POSITIVO,Hombres_COVID19_NEGATIVO,Mujeres_COVID19_NEGATIVO,Hombres_COVID19_NO_ADECUADO,Mujeres_COVID19_NO_ADECUADO,Hombres_COVID19_NO_APLICA,Mujeres_COVID19_NO_APLICA,Hombres_ANTIGENO_POSITIVO,Mujeres_ANTIGENO_POSITIVO,Hombres_ANTIGENO_NEGATIVO,Mujeres_ANTIGENO_NEGATIVO,Hombres_ANTIGENO_NO_APLICA,Mujeres_ANTIGENO_NO_APLICA,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio,Temperatura Máxima,Humedad relativa Máxima,PM25 Máxima,PM10 Máxima,O3 Máxima,NO Máxima,NOX Máxima,NO2 Máxima,CO Máxima,SO2 Máxima,Temperatura Minima,Humedad relativa Minima,NOM_ENT,NOM_MUN,NOM_LOC,LAT_DECIMAL,LON_DECIMAL,ALTITUD
090040056,01/09/2020,108,61,47,Rural,32,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.84955,70.33229,13.86347,21.46652,29.59604,2.82379,0.22315,15.14275,20.74298,5.73851,24.0594,91.83854,57.67425,82.32465,117.05565,79.81541,101.27707,101.27707,0.79862,43.25397,8.71596,22.41746,Ciudad de México,Cuajimalpa de Morelos,Valle de las Monjas,19.338563,99.293242,2666
090110072,01/09/2020,125,71,54,Rural,33,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.40799,65.37789,15.47333,26.07386,26.79054,1.70941,0.30458,15.90371,22.70053,6.38329,26.76542,90.08819,59.00605,92.847,107.71969,98.31909,122.58129,122.58129,1.5833,19.46543,9.15843,20.46602,Ciudad de México,Tláhuac,Mesita del Capulín,19.308524,98.98256,2285
090130091,01/09/2020,156,73,83,Rural,43,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.15875,66.18473,14.66199,24.27554,28.00302,1.97163,0.26352,15.5952,22.12943,6.09707,26.25408,91.42047,56.13041,87.22764,115.56934,78.26124,99.64432,99.64432,1.11003,30.98878,9.37856,20.56378,Ciudad de México,Xochimilco,Tepemimilco,19.226095,99.123934,2367
090040074,01/09/2020,173,99,74,Rural,43,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.08534,69.5678,13.99253,21.79333,28.95368,2.84704,0.22924,15.54513,21.74529,6.30218,24.47346,91.57595,57.56644,83.28112,115.31415,85.50014,107.14583,107.14583,0.85942,44.86786,8.89505,21.88106,Ciudad de México,Cuajimalpa de Morelos,Punta Ahuatenco,19.368029,99.305801,2560
090090067,01/09/2020,182,96,86,Rural,44,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.26299,67.9052,14.81155,24.98579,30.29921,1.34067,0.21487,11.03616,19.40106,5.83375,25.33663,89.75217,56.34537,89.52753,117.72853,76.04831,94.74368,94.74368,1.06427,20.46536,8.38638,24.19312,Ciudad de México,Milpa Alta,La Mora,19.190063,99.034836,2517
090090077,01/09/2020,195,89,106,Rural,54,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15.78614,69.19341,14.81803,24.92957,31.62445,1.23526,0.18367,9.98803,20.11553,6.0186,24.7289,89.94034,56.39801,89.3926,118.39655,78.60634,98.06282,98.06282,0.89202,19.99826,8.11221,25.83803,Ciudad de México,Milpa Alta,San Marcos (Tezocotitla),19.169584,99.026133,2739
090090174,01/09/2020,232,114,118,Rural,56,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15.67054,69.44667,14.82803,25.0127,31.9819,1.17098,0.17651,9.49757,19.49076,5.88128,24.59666,89.85414,56.39356,89.61268,118.95589,76.78717,95.60097,95.60097,0.86888,19.06659,8.00973,26.25317,Ciudad de México,Milpa Alta,Mecalco (Camino al Mirador),19.180852,99.020207,2522
090110148,01/09/2020,275,138,137,Rural,65,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.43345,65.37923,15.44673,26.15815,26.91822,1.69933,0.30448,15.83718,22.44965,6.29515,26.78088,90.26543,58.85991,93.81186,109.39603,95.00081,118.64583,118.64583,1.56491,19.5508,9.20808,20.4765,Ciudad de México,Tláhuac,Puertantitla (Camino al Cerro),19.302633,99.012639,2267
090110139,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.18326,64.54301,14.97745,25.57488,27.93287,1.11985,0.28094,10.13223,15.06894,4.94642,26.68983,87.48959,56.79727,91.29753,120.56858,63.26473,77.34858,77.34858,1.62518,12.89451,8.47341,21.17816,Ciudad de México,Tláhuac,El Ejido,19.250278,98.995833,2237
090110112,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.40663,67.53731,14.91361,25.40424,29.82747,1.33437,0.22452,11.18873,19.1911,5.86065,25.54773,89.52643,56.54634,90.63081,116.69565,77.74232,96.45081,96.45081,1.14384,19.5737,8.42462,23.78805,Ciudad de México,Tláhuac,Tezompamilco,19.217777,98.956944,2236
090090343,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.93322,66.61897,14.73966,24.5187,28.40625,1.78914,0.25175,14.21024,21.58769,6.20172,26.05126,90.64955,56.32485,88.15881,115.07331,80.34348,101.23103,101.23103,1.13942,27.67465,9.07864,21.6076,Ciudad de México,Milpa Alta,Ninguno,19.185277,99.093333,2843
090120116,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.99754,66.69249,14.6993,23.81052,27.90906,2.05791,0.25352,15.37059,22.4703,6.40379,26.031,90.93008,56.7144,86.45522,113.52032,82.48934,104.29407,104.29407,1.08967,33.25844,9.30115,21.00855,Ciudad de México,Tlalpan,CORENA Regional 2 (El Crucero),19.154588,99.162123,2938
090120292,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.02694,66.60768,14.72508,23.07064,28.04248,2.23959,0.25202,16.03361,22.05301,5.89258,25.90026,91.03414,57.30116,84.0848,114.85488,75.55466,97.36941,97.36941,1.01236,37.60007,9.53376,20.4553,Ciudad de México,Tlalpan,El Pedregal,19.234242,99.2013,2832
090090330,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.70394,69.31624,14.82967,25.02955,31.88975,1.17395,0.17971,9.58163,19.3249,5.84359,24.64115,89.82253,56.39175,89.65773,118.94436,76.27437,94.91451,94.91451,0.8835,19.00543,8.02439,26.14061,Ciudad de México,Milpa Alta,La Concepción,19.183856,99.020042,2483
090110082,01/09/2020,,,,Rural,,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,17.40419,65.40263,15.41157,26.05164,26.79736,1.71296,0.30244,15.84241,22.6741,6.40369,26.76407,90.09287,58.70876,92.65491,107.72541,97.7634,121.9304,121.9304,1.5639,19.82531,9.15732,20.46811,Ciudad de México,Tláhuac,Santa Catarina (Tequexquipa),19.309316,98.976459,2257
090110130,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.41991,65.3988,15.40222,26.06199,26.73594,1.72619,0.30306,15.96802,22.85534,6.44514,26.78346,90.14579,58.6619,92.60697,107.22378,98.77789,123.22023,123.22023,1.56603,19.9325,9.17443,20.40624,Ciudad de México,Tláhuac,El Mirador,19.312778,98.972777,2264
090120204,01/09/2020,,,,Rural,,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16.85715,67.12494,14.58218,22.84258,27.89234,2.25213,0.2484,16.00066,22.40436,6.19996,25.74044,91.03773,57.13862,84.04156,113.57308,79.83586,101.7577,101.7577,1.01539,37.41193,9.36175,20.88087,Ciudad de México,Tlalpan,Rancho los Pioneros,19.207311,99.230207,3117
090050001,01/10/2020,1173351,563874,609477,Urbano,340301,6527,7074,13601,27,8,8,14,6492,7052,6355,6962,13317,172,112,284,10,11,21,6527,7074,13601,6079,6771,12850,448,303,751,41,33,407,270,6079,6771,0,0,19,15,429,288,6079,6771,0,0,41,248,6188,6826,0,0,587,679,5937,6389,42,58,6481,7012,106,197,6415,6873,44,66,6478,7005,829,1060,5693,6011,45,86,6479,6985,117,103,6406,6969,843,1046,5681,6023,67,64,6457,7007,1078,733,5444,6338,3590,4015,2903,3034,34,25,6407,6947,120,127,0,0,6527,7074,1994,2052,4208,4684,205,211,120,127,0,0,0,0,6527,7074,17.67105,52.53064,18.15877,38.11201,29.08069,5.22926,0.38855,21.11698,38.6653,14.82548,26.5663,92.06782,72.9215,105.54603,127.96884,170.68031,208.43701,208.43701,1.83611,65.0309,7.8152,11.98853,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,19.482945,99.113471,2229
090150001,01/10/2020,545884,260951,284933,Urbano,196593,2937,3330,6267,13,21,50,38,2874,3271,2848,3282,6130,89,48,137,6,4,10,2937,3330,6267,2730,3181,5911,207,149,356,25,12,182,137,2730,3181,0,0,12,7,195,142,2730,3181,0,0,25,135,2757,3195,0,0,253,294,2680,3033,23,26,2910,3300,67,120,2867,3206,19,26,2914,3300,367,449,2567,2877,37,49,2897,3278,47,51,2887,3276,271,407,2663,2919,35,38,2899,3289,498,391,2436,2935,1622,1960,1281,1337,34,33,2911,3298,26,32,0,0,2937,3330,963,1020,1819,2126,129,152,26,32,0,0,0,0,2937,3330,17.51942,49.1512,18.09311,32.38241,27.8749,5.92638,0.36518,24.2654,40.81809,15.68956,26.43532,86.743,66.89327,96.07787,124.23444,176.19843,215.17575,215.17575,1.71168,71.57624,8.06407,9.39171,Ciudad de México,Cuauhtémoc,Cuauhtémoc,19.441646,99.151884,2230
090160001,01/10/2020,414470,195467,219003,Urbano,146828,1647,1832,3479,9,10,22,34,1616,1788,1585,1801,3386,62,31,93,14,5,19,1647,1832,3479,1500,1717,3217,147,115,262,23,11,124,104,1500,1717,0,0,18,5,129,110,1500,1717,0,0,23,81,1539,1751,0,0,151,156,1495,1676,13,26,1633,1805,32,63,1614,1768,10,20,1636,1812,226,251,1420,1580,35,48,1611,1784,26,30,1620,1802,209,242,1435,1590,19,17,1627,1815,342,254,1304,1577,758,909,867,912,22,11,1601,1793,46,39,0,0,1647,1832,496,540,1020,1148,85,105,46,39,0,0,0,0,1647,1832,17.21225,45.82474,16.64268,31.16477,30.76254,5.50962,0.3415,22.38888,41.07682,18.53689,26.12815,82.1962,57.29942,92.80775,133.0551,242.77178,280.54843,280.54843,2.05044,57.15421,7.69395,6.05096,Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,19.407269,99.190754,2264
090140001,01/10/2020,434153,202121,232032,Urbano,176175,2374,2604,4978,8,13,48,51,2318,2540,2333,2574,4907,41,30,71,11,2,13,2374,2604,4978,2232,2503,4735,142,101,243,21,7,121,94,2232,2503,0,0,13,5,129,96,2232,2503,0,0,21,94,2258,2510,0,0,162,169,2207,2429,20,26,2349,2571,68,130,2301,2468,15,27,2354,2570,288,320,2081,2279,28,42,2341,2556,40,44,2329,2554,246,215,2123,2383,22,17,2347,2580,497,361,1872,2237,1311,1484,1023,1088,40,32,2341,2581,33,23,0,0,2374,2604,664,692,1570,1783,107,106,33,23,0,0,0,0,2374,2604,17.66392,47.64353,16.22273,29.91027,30.21081,5.52073,0.30867,20.67307,32.75025,11.58117,26.00074,83.03264,52.01331,76.04083,111.05409,147.85907,185.46021,185.46021,1.50012,61.0075,9.08368,8.0083,Ciudad de México,Benito Juárez,Benito Juárez,19.371992,99.157853,2238
090070001,01/10/2020,1835486,887651,947835,Urbano,504456,8433,9143,17576,6,5,11,9,8416,9129,8207,9008,17215,226,135,361,21,9,30,8433,9143,17576,7868,8736,16604,565,407,972,89,42,476,365,7868,8736,0,0,30,19,535,388,7868,8736,0,0,89,414,7932,8729,0,0,745,847,7682,8283,61,62,8365,9070,88,184,8340,8950,51,77,8377,9056,913,1188,7515,7946,51,91,8376,9040,85,95,8342,9038,660,952,7767,8182,78,75,8349,9059,1013,689,7412,8445,4924,6188,3447,2906,62,49,8190,9045,243,98,0,1,8433,9142,2386,2586,5385,6048,419,411,243,98,0,0,0,1,8433,9142,18.24544,51.65903,18.27537,38.22928,30.5953,4.76579,0.32841,22.62732,34.0527,11.12885,27.02477,91.99023,74.72714,142.82083,120.14458,146.2726,179.19128,179.19128,1.56215,52.84136,8.33351,9.08736,Ciudad de México,Iztapalapa,Iztapalapa,19.359004,99.092622,2242
090170001,01/10/2020,443704,210118,233586,Urbano,135789,3947,4376,8323,4,0,15,10,3928,4366,3857,4338,8195,90,38,128,14,2,16,3947,4376,8323,3746,4236,7982,201,140,341,36,7,165,133,3746,4236,0,0,24,4,177,136,3746,4236,0,0,36,113,3795,4263,0,0,344,448,3601,3924,19,33,3927,4341,77,149,3868,4225,26,31,3920,4343,472,602,3474,3771,30,33,3916,4341,50,44,3895,4330,334,455,3612,3919,37,25,3909,4349,586,416,3359,3958,2004,2246,1932,2105,11,25,3907,4343,40,33,0,0,3947,4376,1074,1125,2628,2974,205,244,40,33,0,0,0,0,3947,4376,17.81236,49.33387,20.12981,38.62489,25.89766,6.46367,0.44202,28.57867,47.42371,18.55467,26.40244,88.7439,85.87123,113.36841,128.23239,175.69592,220.82966,220.82966,1.69514,62.2052,8.66422,8.20878,Ciudad de México,Venustiano Carranza,Venustiano Carranza,19.419261,99.113701,2229
090100001,01/10/2020,759003,360935,398068,Urbano,219413,4320,5211,9531,4,5,12,20,4304,5186,4208,5141,9349,112,70,182,21,7,28,4320,5211,9531,4034,5012,9046,286,199,485,43,19,243,180,4034,5012,0,0,29,12,257,187,4034,5012,0,0,43,155,4095,5056,0,0,374,459,3940,4751,40,39,4276,5170,82,162,4235,5047,40,54,4277,5155,554,714,3762,4496,43,81,4273,5128,61,62,4255,5147,399,584,3919,4624,58,50,4258,5158,779,684,3536,4521,2259,2871,2016,2307,45,33,4240,5140,80,71,0,0,4320,5211,1345,1562,2773,3449,122,129,80,71,0,0,0,0,4320,5211,17.08125,46.26753,16.19147,30.63133,31.01961,5.42468,0.33441,22.00766,39.77572,17.58951,25.89883,82.65179,54.38171,89.47516,131.88883,230.53034,268.04608,268.04608,1.95551,57.88431,7.63047,6.41408,Ciudad de México,Álvaro Obregón,Álvaro Obregón,19.390806,99.195413,2308
090030001,01/10/2020,614447,289110,325337,Urbano,191646,3262,3685,6947,2,3,15,18,3245,3664,3163,3641,6804,99,44,143,16,5,21,3262,3685,6947,2961,3498,6459,301,187,488,42,14,259,173,2961,3498,0,0,22,13,279,174,2961,3498,0,0,42,149,3026,3536,0,0,307,339,2951,3345,21,32,3236,3651,75,136,3183,3548,31,40,3227,3644,431,488,2825,3196,34,50,3224,3634,56,65,3202,3619,356,519,2902,3165,38,21,3220,3662,616,522,2642,3162,1770,2222,1459,1430,33,33,3239,3651,23,34,0,0,3262,3685,1098,1117,1981,2382,160,152,23,34,0,0,0,0,3262,3685,17.32891,48.43394,15.93453,30.40236,32.37262,5.07876,0.29273,19.83218,27.7145,8.43895,25.88513,84.60604,50.52293,83.19819,123.56282,114.52733,153.63577,153.63577,1.40354,63.40688,8.2761,8.48547,Ciudad de México,Coyoacán,Coyoacán,19.350214,99.162146,2247
090130001,01/10/2020,429481,209088,220393,Urbano,113806,3435,3621,7056,2,3,7,7,3426,3611,3391,3607,6998,44,14,58,13,2,15,3435,3621,7056,3308,3551,6859,127,70,197,23,6,104,64,3308,3551,0,0,16,4,111,66,3308,3551,0,0,23,80,3320,3541,0,0,336,332,3095,3286,14,22,3416,3595,64,92,3367,3527,14,25,3417,3595,373,428,3058,3192,13,15,3418,3605,24,46,3407,3574,275,368,3156,3252,29,18,3402,3602,883,349,2548,3271,1895,2085,1514,1517,26,19,3422,3607,13,14,0,0,3435,3621,923,1077,2414,2446,85,84,13,14,0,0,0,0,3435,3621,16.40798,50.77379,16.29828,34.49429,33.37259,4.51317,0.30503,19.1383,29.25534,9.81401,25.34886,87.34526,60.29559,108.00252,122.49593,136.96536,170.56398,170.56398,1.54848,54.70193,6.47792,9.36155,Ciudad de México,Xochimilco,Xochimilco,19.263462,99.104913,2237
090060001,01/10/2020,404695,192352,212343,Urbano,117740,1918,2111,4029,2,1,2,4,1914,2106,1833,2065,3898,85,46,131,9,4,13,1918,2111,4029,1725,1973,3698,193,138,331,27,8,166,130,1725,1973,0,0,12,6,181,132,1725,1973,0,0,27,116,1764,1995,0,0,214,219,1698,1892,14,17,1903,2093,40,71,1876,2039,16,19,1898,2091,272,285,1644,1825,20,32,1896,2078,31,33,1886,2077,240,319,1677,1791,25,14,1892,2096,311,217,1606,1893,1055,1282,844,813,19,16,1879,2078,39,33,0,0,1918,2111,658,650,1124,1340,97,88,39,33,0,0,0,0,1918,2111,17.65106,50.04908,18.39876,36.93003,29.29851,5.30073,0.36098,23.29993,37.76417,13.60293,26.48087,88.89415,73.30496,118.06835,122.71031,159.02398,196.00505,196.00505,1.6448,60.18381,8.00125,9.05952,Ciudad de México,Iztacalco,Iztacalco,19.395901,99.097612,2233
