FECHA,Cluster,Total_Ingresos_Respiratorios_COVID,Temperatura Promedio,Humedad relativa Promedio,PM25 Promedio,PM10 Promedio,O3 Promedio,SO2 Promedio,CO Promedio,NO2 Promedio,NOX Promedio,NO Promedio
2009-01-01,3,20,13.444295,48.491095,32.66646,57.442685,27.86567,7.93093,1.2191,39.126695,71.77419499999999,33.003434999999996
2009-02-01,3,25,14.215914999999999,42.04112,29.8345,55.52799,33.488325,8.737095,1.0346,37.805405,64.923345,27.421545000000002
2009-03-01,3,18,15.941105,36.329495,27.005805000000002,52.643564999999995,35.42201,5.3354099999999995,0.8062400000000001,30.47733,50.312704999999994,20.402795
2009-04-01,3,17,18.244685,34.40423,28.14853,54.94693,41.873875,4.614905,0.69764,27.405365,42.669375,15.479420000000001
2009-05-01,3,10,17.677105,47.400815,26.80529,48.050295,42.56371,3.8469249999999997,0.629775,26.943875,39.39393,12.744895
2009-06-01,3,17,16.83117,58.57708,22.661225,39.176685000000006,36.274240000000006,4.377205,0.581265,25.81427,38.965064999999996,13.416015
2009-07-01,3,17,18.76946,59.617505,17.589805,33.690619999999996,28.006619999999998,4.31603,0.566225,22.86417,36.169534999999996,13.60946
2009-08-01,3,12,18.154615,61.889385000000004,16.367525,31.318459999999998,27.748350000000002,4.90194,0.6002449999999999,22.2499,36.674459999999996,14.507235
2009-09-01,3,26,17.74,75.85332,15.894449999999999,25.06037,22.857525,3.190065,0.7504850000000001,26.453405,41.519504999999995,15.14307
2009-10-01,3,32,18.413365,67.40709,19.155655000000003,31.581120000000002,24.35253,5.0367049999999995,0.755595,26.43299,45.53842,19.196675
2009-11-01,3,30,14.947585,60.320814999999996,21.959665,40.72613,27.67493,5.829305,0.86912,32.926015,50.52106,17.71731
2009-12-01,3,32,15.390975000000001,53.078165,25.04105,44.46549,21.215995,4.475925,1.1278000000000001,32.32731,61.788055,29.63369
2010-01-01,3,22,13.736625,57.49467,22.848005,37.55362,19.87649,5.960955,1.04665,32.807485,62.695814999999996,30.0529
2010-02-01,3,23,14.91723,48.945750000000004,15.490935,33.08606,25.552259999999997,4.3696,1.003835,28.80862,56.327245000000005,27.648895000000003
2010-03-01,3,23,15.68562,33.368505,19.59632,45.64739,32.82546,6.6432,0.923365,30.949725,50.803830000000005,19.992385
2010-04-01,3,8,16.782805,41.81333,21.952505,44.961065000000005,36.538655,4.1097850000000005,0.88011,28.481945,45.859435,17.545270000000002
2010-05-01,3,19,18.738945,40.52228,27.668715,53.224305,46.542995000000005,6.32352,0.840975,29.850375,43.05377,13.43335
2010-06-01,3,21,17.303395000000002,57.14946,20.692194999999998,39.001035,40.328755,5.13233,0.6713450000000001,23.024700000000003,32.916725,10.064385
2010-07-01,3,7,16.175875,71.735495,15.50788,27.179720000000003,20.20005,3.429315,0.773505,22.9315,39.797799999999995,16.94451
2010-08-01,3,12,16.672710000000002,69.038795,14.340050000000002,28.674084999999998,25.246364999999997,3.90767,0.5870500000000001,20.552889999999998,34.515005,14.05491
2010-09-01,3,18,16.846510000000002,68.48825,13.225425000000001,26.70514,22.009255,3.451925,0.7038800000000001,20.21009,35.14032,15.010874999999999
2010-10-01,3,17,15.480590000000001,47.66153666666667,22.786496666666665,47.38583666666667,36.53465333333333,5.731366666666666,0.7666933333333333,28.978836666666666,46.33453666666667,17.516833333333334
2010-11-01,3,22,12.95113,43.521135,31.252355,57.79102,34.46613,8.193014999999999,0.957335,35.786744999999996,58.92644,23.298000000000002
2010-12-01,3,16,11.388290000000001,35.508685,39.717895,72.18948499999999,28.521515,11.018735,1.317135,41.103315,76.90474499999999,36.034525
2011-01-01,3,18,13.294929999999999,36.29337,27.595343333333332,54.557023333333326,30.34899,4.81487,1.0334266666666667,30.86608,57.97886,27.242236666666667
2011-02-01,3,15,14.961359999999999,38.291415,26.962490000000003,55.721945000000005,29.624715000000002,6.431604999999999,0.89158,28.138469999999998,49.49397999999999,21.55026
